#
#   version : 20090611
#    num_fr : 22
#      time : 20091207 06:13:44.644 UTC
#      unix : 1260166424.644886
#       ntp : LOCK 241 230916 712
#       seq : 89109194
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.334  2510 89109184  145.896  125.247  53.734    1.055  -7.07  -7.07  0000
   31  -0.300  3013 89109185  145.681  124.904  53.839    1.105  -7.71  -7.71  0000
   32  -0.267  3585 89109186  145.645  123.712  54.033    1.383  -8.03  -8.03  0000
   33  -0.234  3876 89109187  145.040  121.803  54.477    1.741  -8.37  -8.37  0000
   34  -0.200  5188 89109188  145.081  120.027  54.749    2.161  -8.61  -8.61  0000
   35  -0.167  5182 89109189  145.300  118.797  54.894    2.480  -8.83  -8.83  0000
   36  -0.133  5895 89109190  145.654  117.545  55.012    2.822  -8.81  -8.81  0000
   37  -0.100  5049 89109191  144.924  115.609  55.500    3.151  -8.95  -8.95  0000
   38  -0.067  5241 89109192  145.062  113.806  55.765    3.579  -9.20  -9.20  0000
   39  -0.033 10501 89109193  145.326  112.801  55.870    3.845  -9.30  -9.30  0000
   40   0.000 11723 89109194  145.267  109.313  56.471    4.608  -9.18  -9.18  0000
   41   0.033  7298 89109195  145.640  107.830  56.639    4.990  -9.32  -9.32  0000
   42   0.067  7782 89109196  145.626  106.996  56.785    5.169  -9.42  -9.42  0000
   43   0.100  6763 89109197  146.198  105.675  56.883    5.545  -9.20  -9.20  0000
   44   0.133  6535 89109198  145.933  103.365  57.348    5.996  -9.38  -9.38  0000
   45   0.167  7967 89109199  145.053   99.952  58.155    6.573 -10.01 -10.01  0000
   46   0.200  9678 89109200  146.372  100.101  57.828    6.754  -9.46  -9.46  0000
   47   0.234  7453 89109201  145.861   96.080  58.672    7.500  -9.83  -9.83  0000
   48   0.267  7801 89109202  143.460   95.143  59.385    7.305 -10.41 -10.41  0000
   49   0.300  8497 89109203  145.270   93.408  59.296    7.945 -10.33 -10.33  0000
   50   0.334  5408 89109204  146.315   92.630  59.207    8.271  -9.65  -9.65  0000
   51   0.367  4886 89109205  146.407   90.428  59.598    8.723  -9.63  -9.63  0000
