#
#   version : 20090611
#    num_fr : 11
#      time : 20091117 12:03:55.467 UTC
#      unix : 1258459435.467589
#       ntp : LOCK -6857 326555 1986
#       seq : 37950738
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.167  1719 37950733  335.368  233.314   6.292  140.122  -6.43  -6.43  0000
   31  -0.133  3177 37950734  336.542  232.533   6.626  138.693  -8.03  -8.03  0000
   32  -0.100  5247 37950735  338.168  231.334   7.099  136.697  -8.94  -8.94  0000
   33  -0.067  7824 37950736  340.173  229.998   7.686  134.841  -9.50  -9.50  0000
   34  -0.033 11169 37950737  342.733  228.451   8.435  133.115  -9.95  -9.95  0000
   35   0.000 13680 37950738  344.805  226.834   9.071  131.353 -10.16 -10.16  0000
   36   0.033 11986 37950739  346.562  227.171   9.500  132.578 -10.17 -10.17  0000
   37   0.067 12009 37950740  349.545  224.788  10.426  130.338 -10.08 -10.08  0000
   38   0.100 10057 37950741  352.661  223.249  11.334  129.559  -9.85  -9.85  0000
   39   0.133  8996 37950742  355.879  222.188  12.233  129.478  -9.45  -9.45  0000
   40   0.167  3548 37950743  358.157  221.193  12.889  129.159  -8.08  -8.08  0000
