#
#   version : 20090611
#    num_fr : 25
#      time : 20131119 08:03:31.397 UTC
#      unix : 1384848211.397511
#       ntp : LOCK -2983 290277 4792
#       seq : 218018288
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal_20100816_20100506-404-gd3
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.601  3527 218018270   87.426  271.994  62.905  -42.178  -7.06  -0.24  0000
   30  -0.567  5026 218018271   87.592  272.111  62.858  -42.210  -7.68  -0.86  0000
   31  -0.534  3980 218018272   88.124  274.662  62.773  -42.843  -8.26  -1.44  0000
   32  -0.500  4117 218018273   87.434  276.011  63.026  -43.153  -8.45  -1.63  0000
   33  -0.467  4802 218018274   87.488  276.804  63.037  -43.347  -8.76  -1.94  0000
   34  -0.434  6744 218018275   86.857  278.801  63.300  -43.812  -8.64  -1.82  0000
   35  -0.400  6433 218018276   86.864  279.966  63.341  -44.093  -8.98  -2.16  0000
   36  -0.367  8561 218018277   87.154  281.741  63.324  -44.529  -9.10  -2.28  0000
   37  -0.334  7019 218018278   86.642  284.026  63.574  -45.060  -9.09  -2.27  0000
   38  -0.300  8320 218018279   86.787  284.856  63.567  -45.264  -9.18  -2.36  0000
   39  -0.267  8322 218018280   86.332  286.130  63.762  -45.552  -9.38  -2.56  0000
   40  -0.234  9092 218018281   86.239  286.943  63.828  -45.742  -9.48  -2.66  0000
   41  -0.200  9223 218018282   86.074  289.251  63.990  -46.284  -9.37  -2.55  0000
   42  -0.167  7183 218018283   85.812  292.072  64.214  -46.941  -9.51  -2.69  0000
   43  -0.133  8352 218018284   85.752  293.233  64.295  -47.212  -9.63  -2.81  0000
   44  -0.100  9985 218018285   85.405  294.536  64.472  -47.503  -9.60  -2.78  0000
   45  -0.067 11689 218018286   84.382  296.866  64.915  -48.002 -10.07  -3.25  0000
   46  -0.033 10225 218018287   84.523  298.577  64.975  -48.406 -10.29  -3.47  0000
   47   0.000 12785 218018288   84.110  300.465  65.216  -48.824 -10.45  -3.63  0000
   48   0.033 11817 218018289   82.244  304.105  66.016  -49.565 -10.46  -3.64  0000
   49   0.067 11501 218018290   82.473  304.979  66.006  -49.776 -10.56  -3.74  0000
   50   0.100 11754 218018291   84.385  306.339  65.526  -50.187 -10.37  -3.55  0000
   51   0.133 11146 218018292   82.322  310.144  66.420  -50.937 -10.41  -3.59  0000
   52   0.167  9692 218018293   83.615  310.410  66.052  -51.070 -10.19  -3.37  0000
   53   0.200  4815 218018294   87.042  311.605  65.119  -51.542  -8.02  -1.20  0000
