#
#   version : 20090611
#    num_fr : 29
#      time : 20100105 06:25:32.343 UTC
#      unix : 1262672732.343910
#       ntp : LOCK -424 521910 680
#       seq : 46946263
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.868  2019 46946237  346.822  272.412  13.148 -168.378  -6.12  -6.12  0000
   31  -0.834  2215 46946238  347.864  271.554  13.192 -169.904  -6.23  -6.23  0000
   32  -0.801  2062 46946239  348.039  271.577  13.229 -170.025  -6.54  -6.54  0000
   33  -0.767  2510 46946240  349.282  270.652  13.311 -171.746  -6.72  -6.72  0000
   34  -0.734  2657 46946241  349.853  270.435  13.388 -172.357  -6.77  -6.77  0000
   35  -0.701  2653 46946242  351.547  269.805  13.627 -174.118  -7.04  -7.04  0000
   36  -0.667  2797 46946243  352.382  269.104  13.687 -175.291  -7.20  -7.20  0000
   37  -0.634  2844 46946244  352.811  268.414  13.668 -176.169  -7.23  -7.23  0000
   38  -0.601  3217 46946245  353.921  268.181  13.868 -177.109  -7.48  -7.48  0000
   39  -0.567  3118 46946246  356.013  267.459  14.214 -179.047  -7.34  -7.34  0000
   40  -0.534  3461 46946247  356.740  266.832  14.284  179.980  -7.54  -7.54  0000
   41  -0.501  3241 46946248  358.042  266.160  14.481  178.650  -7.54  -7.54  0000
   42  -0.467  3182 46946249  358.557  265.685  14.533  177.955  -7.57  -7.57  0000
   43  -0.434  3466 46946250  359.746  264.885  14.700  176.624  -7.51  -7.51  0000
   44  -0.400  3562 46946251  361.675  264.581  15.108  175.382  -7.74  -7.74  0000
   45  -0.367  3537 46946252  362.271  263.597  15.127  174.252  -7.75  -7.75  0000
   46  -0.334  3613 46946253  363.127  263.170  15.279  173.486  -7.64  -7.64  0000
   47  -0.300  3570 46946254  365.299  262.707  15.744  172.134  -7.71  -7.71  0000
   48  -0.267  3711 46946255  366.214  261.984  15.886  171.146  -7.67  -7.67  0000
   49  -0.234  3605 46946256  367.202  261.125  16.035  170.032  -7.68  -7.68  0000
   50  -0.200  3329 46946257  368.437  260.445  16.270  168.998  -7.54  -7.54  0000
   51  -0.167  3356 46946258  368.819  260.072  16.328  168.549  -7.54  -7.54  0000
   52  -0.133  3252 46946259  371.071  259.572  16.839  167.363  -7.45  -7.45  0000
   53  -0.100  3258 46946260  372.133  258.690  17.026  166.305  -7.51  -7.51  0000
   54  -0.067  3293 46946261  372.924  257.532  17.126  165.125  -7.30  -7.30  0000
   55  -0.033  3008 46946262  374.972  257.443  17.638  164.473  -7.52  -7.52  0000
   56   0.000  4999 46946263  376.304  256.401  17.897  163.297  -8.34  -8.34  0000
   57   0.033  3670 46946264  376.947  255.971  18.030  162.799  -7.79  -7.79  0000
   58   0.067  2756 46946265  377.948  255.045  18.222  161.837  -6.85  -6.85  0000
