#
#   version : 20090611
#    num_fr : 11
#      time : 20110503 09:11:27.207 UTC
#      unix : 1304413887.207997
#       ntp : LOCK 1957 562819 3353
#       seq : 723020
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal_20100816_20100506-404-gd3
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.267  1497  723012  172.090  180.419  42.272  -10.878  -6.10   0.72  0000
   31  -0.234  1371  723013  174.266  182.699  41.445  -11.259  -6.00   0.82  0000
   32  -0.200  1534  723014  174.013  184.669  41.281  -11.949  -6.04   0.78  0000
   33  -0.167  1618  723015  174.711  187.960  40.730  -12.938  -6.45   0.37  0000
   34  -0.133  1502  723016  175.769  190.785  40.150  -13.737  -6.58   0.24  0000
   35  -0.100  2277  723017  175.381  192.791  40.040  -14.490  -7.06  -0.24  0000
   36  -0.067  2175  723018  176.092  196.186  39.512  -15.577  -7.13  -0.31  0000
   37  -0.033  2285  723019  176.498  198.794  39.154  -16.451  -7.18  -0.36  0000
   38   0.000  2322  723020  177.357  201.624  38.666  -17.360  -7.05  -0.23  0000
   39   0.033  2083  723021  178.279  204.019  38.210  -18.122  -7.03  -0.21  0000
   40   0.067  1802  723022  178.467  206.666  37.937  -19.090  -6.64   0.18  0000
