#
#   version : 20090611
#    num_fr : 13
#      time : 20100806 08:47:13.909 UTC
#      unix : 1281084433.909176
#       ntp : LOCK -2192 520491 1040
#       seq : 1309428
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.334  4557 1309418  418.598  197.133  30.348  126.626  -7.78  -7.78  0000
   31  -0.300  6947 1309419  419.638  198.827  30.468  127.572  -8.55  -8.55  0000
   32  -0.267  9810 1309420  422.097  199.286  31.067  128.151  -9.36  -9.36  0000
   33  -0.234 11631 1309421  424.160  201.064  31.462  129.247  -9.75  -9.75  0000
   34  -0.200 11870 1309422  426.861  202.217  32.083  130.115 -10.02 -10.02  0000
   35  -0.167 14765 1309423  428.403  203.952  32.365  131.073 -10.12 -10.12  0000
   36  -0.133 13577 1309424  431.861  205.122  33.203  131.971 -10.27 -10.27  0000
   37  -0.100 13072 1309425  434.541  206.249  33.846  132.730 -10.34 -10.34  0000
   38  -0.067 11262 1309426  436.741  208.125  34.322  133.734 -10.10 -10.10  0000
   39  -0.033 13768 1309427  439.684  210.616  34.978  135.026 -10.05 -10.05  0000
   40   0.000 16737 1309428  441.313  210.395  35.430  135.058 -10.47 -10.47  0000
   41   0.033 11196 1309429  444.112  212.161  36.101  135.982  -9.99  -9.99  0000
   42   0.067  3405 1309430  446.642  213.921  36.709  136.853  -7.64  -7.64  0000
