#
#   version : 20090611
#    num_fr : 72
#      time : 20140812 02:58:42.980 UTC
#      unix : 1407812322.980097
#       ntp : LOCK 521 423617 279
#       seq : 26659078
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal_20100816_20100506-404-gd3
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -1.568  4555 26659031  155.732  466.154  74.186  -89.330  -6.82   0.00  0000
   30  -1.535  5158 26659032  155.827  459.573  72.537  -88.518  -6.77   0.05  0000
   31  -1.502  4433 26659033  158.434  450.219  69.762  -87.744  -8.34  -1.52  0000
   32  -1.468  6450 26659034  162.549  447.876  68.403  -88.169  -8.49  -1.67  0000
   33  -1.435  4853 26659035  174.137  445.162  65.579  -89.989  -8.31  -1.49  0000
   34  -1.401  5494 26659036  184.312  445.022  63.745  -92.007  -8.37  -1.55  0000
   35  -1.368  4202 26659037  194.376  445.155  62.104  -94.142  -8.09  -1.27  0000
   36  -1.335  5344 26659038  204.484  443.458  60.102  -96.165  -7.83  -1.01  0000
   37  -1.301  4965 26659039  214.250  442.848  58.532  -98.361  -8.18  -1.36  0000
   38  -1.268  5789 26659040  220.876  439.813  56.848  -99.611  -8.54  -1.72  0000
   39  -1.235  5637 26659041  234.481  436.905  54.393 -102.765  -8.36  -1.54  0000
   40  -1.201  4861 26659042  241.447  433.353  52.673 -104.270  -8.41  -1.59  0000
   41  -1.168  5165 26659043  257.828  427.216  49.427 -108.390  -8.23  -1.41  0000
   42  -1.134  6571 26659044  268.972  423.736  47.598 -111.538  -8.18  -1.36  0000
   43  -1.101  3620 26659045  286.685  416.965  44.714 -116.945  -8.00  -1.18  0000
   44  -1.068  4445 26659046  294.320  414.114  43.637 -119.477  -8.12  -1.30  0000
   45  -1.034  5001 26659047  310.949  408.833  41.892 -125.385  -8.37  -1.55  0000
   46  -1.001  5410 26659048  319.494  405.885  41.126 -128.593  -7.69  -0.87  0000
   47  -0.968  3872 26659049  339.584  398.945  39.889 -136.514  -7.82  -1.00  0000
   48  -0.934  5410 26659050  350.937  395.107  39.581 -141.138  -7.88  -1.06  0000
   49  -0.901  4535 26659051  360.942  392.006  39.608 -145.206  -7.71  -0.89  0000
   50  -0.868  4474 26659052  375.923  386.580  39.845 -151.363  -7.74  -0.92  0000
   51  -0.834  4725 26659053  386.074  381.907  40.039 -155.649  -7.74  -0.92  0000
   52  -0.801  3864 26659054  394.411  377.787  40.308 -159.181  -6.67   0.15  0000
   54  -0.734  4200 26659056  417.235  365.640  41.666 -168.689  -7.59  -0.77  0000
   55  -0.701  4713 26659057  422.431  363.109  42.183 -170.692  -7.26  -0.44  0000
   56  -0.667  4461 26659058  424.803  359.653  42.001 -172.191  -6.96  -0.14  0000
   57  -0.634  4441 26659059  425.928  357.376  41.807 -173.077  -7.02  -0.20  0000
   58  -0.601  3305 26659060  427.226  355.409  41.716 -173.928  -6.77   0.05  0000
   60  -0.534  3855 26659062  431.114  343.504  40.487 -178.249  -6.80   0.02  0000
   61  -0.501  2998 26659063  435.283  335.517  40.163  178.388  -7.13  -0.31  0000
   62  -0.467  3485 26659064  437.270  329.863  39.793  176.176  -7.25  -0.43  0000
   63  -0.434  3931 26659065  445.521  321.172  40.627  171.785  -7.34  -0.52  0000
   66  -0.334  4427 26659068  458.019  301.709  41.752  163.383  -7.24  -0.42  0000
   67  -0.300  4896 26659069  458.243  295.723  41.308  161.278  -7.76  -0.94  0000
   68  -0.267  5142 26659070  459.638  291.319  41.351  159.586  -7.62  -0.80  0000
