#
#   version : 20090611
#    num_fr : 28
#      time : 20091210 10:39:58.473 UTC
#      unix : 1260441598.473068
#       ntp : LOCK -1468 549222 2818
#       seq : 97356129
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.834  2221 97356104  367.871   85.703  42.400   77.709  -6.09  -6.09  0000
   30  -0.801  2539 97356105  366.263   83.202  42.882   76.866  -6.62  -6.62  0000
   31  -0.767  3075 97356106  365.757   81.708  43.218   76.522  -7.17  -7.17  0000
   32  -0.734  3662 97356107  364.939   79.592  43.688   76.011  -7.51  -7.51  0000
   33  -0.701  3969 97356108  364.632   77.461  44.213   75.675  -7.78  -7.78  0000
   34  -0.667  4641 97356109  363.280   75.206  44.679   74.996  -8.23  -8.23  0000
   35  -0.634  4675 97356110  362.292   71.902  45.459   74.344  -8.26  -8.26  0000
   36  -0.601  5509 97356111  361.475   69.764  45.953   73.877  -8.52  -8.52  0000
   37  -0.567  5928 97356112  361.029   67.786  46.439   73.551  -8.60  -8.60  0000
   38  -0.534  6522 97356113  359.901   65.312  47.005   72.976  -8.81  -8.81  0000
   39  -0.501  7214 97356114  358.948   63.153  47.506   72.494  -9.04  -9.04  0000
   40  -0.467  7565 97356115  358.412   60.668  48.130   72.124  -9.09  -9.09  0000
   41  -0.434  8019 97356116  357.231   58.804  48.542   71.616  -9.21  -9.21  0000
   42  -0.400  7933 97356117  356.312   55.973  49.240   71.123  -9.22  -9.22  0000
   43  -0.367  8294 97356118  355.855   53.803  49.795   70.828  -9.24  -9.24  0000
   44  -0.334  8880 97356119  354.900   51.696  50.301   70.397  -9.39  -9.39  0000
   45  -0.300  8850 97356120  353.769   49.499  50.825   69.917  -9.48  -9.48  0000
   46  -0.267 10117 97356121  353.196   47.550  51.321   69.624  -9.64  -9.64  0000
   47  -0.234  9986 97356122  352.106   45.332  51.860   69.172  -9.61  -9.61  0000
   48  -0.200  9908 97356123  350.844   43.155  52.383   68.681  -9.69  -9.69  0000
   49  -0.167 11036 97356124  350.354   41.118  52.917   68.427  -9.75  -9.75  0000
   50  -0.133 10642 97356125  349.228   39.013  53.435   67.995  -9.68  -9.68  0000
   51  -0.100 10538 97356126  348.788   36.595  54.082   67.747  -9.57  -9.57  0000
   52  -0.067  9905 97356127  347.562   34.941  54.477   67.325  -9.66  -9.66  0000
   53  -0.033 13506 97356128  345.754   28.180  56.279   66.523 -10.65 -10.65  0000
   54   0.000 15423 97356129  344.343   29.322  55.889   66.190 -10.91 -10.91  0000
   55   0.033 13912 97356130  343.458   29.370  55.834   65.952 -10.62 -10.62  0000
   56   0.067  6825 97356131  344.499   27.778  56.331   66.169  -8.90  -8.90  0000
