#
#   version : 20090611
#    num_fr : 52
#      time : 20091119 04:11:27.426 UTC
#      unix : 1258603887.426869
#       ntp : LOCK -1991 1054592 1963
#       seq : 42279967
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -1.502  1525 42279922  345.297  301.424  18.993 -151.455  -6.08  -6.08  0000
   30  -1.468  1540 42279923  346.776  302.484  19.422 -152.109  -6.13  -6.13  0000
   31  -1.435  2011 42279924  347.435  303.076  19.641 -152.349  -6.92  -6.92  0000
   32  -1.401  1554 42279925  349.890  303.570  20.076 -153.815  -6.19  -6.19  0000
   33  -1.368  2041 42279926  351.173  304.401  20.436 -154.345  -6.72  -6.72  0000
   34  -1.335  2426 42279927  352.360  304.848  20.700 -154.937  -7.42  -7.42  0000
   35  -1.301  2753 42279928  354.462  305.914  21.232 -155.850  -7.29  -7.29  0000
   36  -1.268  2710 42279929  355.765  306.734  21.599 -156.335  -7.73  -7.73  0000
   37  -1.235  3235 42279930  356.949  307.291  21.893 -156.831  -7.72  -7.72  0000
   38  -1.201  3045 42279931  358.676  308.087  22.322 -157.537  -7.90  -7.90  0000
   39  -1.168  3316 42279932  360.677  308.816  22.782 -158.394  -8.03  -8.03  0000
   40  -1.134  3653 42279933  362.101  309.948  23.243 -158.760  -8.13  -8.13  0000
   41  -1.101  3779 42279934  363.765  310.294  23.576 -159.524  -8.14  -8.14  0000
   42  -1.068  3911 42279935  365.784  311.235  24.095 -160.232  -8.30  -8.30  0000
   43  -1.034  4257 42279936  366.480  312.080  24.383 -160.282  -8.33  -8.33  0000
   44  -1.001  3309 42279937  368.816  312.617  24.875 -161.254  -8.22  -8.22  0000
   45  -0.968  4538 42279938  370.759  313.841  25.448 -161.756  -8.45  -8.45  0000
   46  -0.934  4026 42279939  372.306  314.383  25.818 -162.293  -8.41  -8.41  0000
   47  -0.901  4046 42279940  373.969  315.338  26.294 -162.723  -8.46  -8.46  0000
   48  -0.868  4300 42279941  376.102  315.899  26.773 -163.485  -8.50  -8.50  0000
   49  -0.834  4388 42279942  377.773  316.736  27.231 -163.925  -8.51  -8.51  0000
   50  -0.801  3906 42279943  379.475  317.837  27.749 -164.273  -8.49  -8.49  0000
   51  -0.767  3990 42279944  381.923  318.540  28.322 -165.053  -8.41  -8.41  0000
   52  -0.734  4934 42279945  383.194  319.381  28.716 -165.284  -8.72  -8.72  0000
   53  -0.701  4412 42279946  385.306  320.476  29.312 -165.756  -8.55  -8.55  0000
   54  -0.667  4389 42279947  387.217  321.317  29.824 -166.217  -8.58  -8.58  0000
   55  -0.634  4988 42279948  389.336  322.320  30.408 -166.689  -8.69  -8.69  0000
   56  -0.601  4329 42279949  391.279  322.912  30.883 -167.213  -8.59  -8.59  0000
   57  -0.567  4366 42279950  392.661  324.054  31.360 -167.342  -8.61  -8.61  0000
   58  -0.534  4084 42279951  395.469  324.668  32.007 -168.138  -8.47  -8.47  0000
   59  -0.500  5239 42279952  396.755  325.674  32.442 -168.261  -8.88  -8.88  0000
   60  -0.467  5261 42279953  399.108  326.528  33.054 -168.788  -8.80  -8.80  0000
   61  -0.434  6083 42279954  401.162  327.343  33.604 -169.211  -9.07  -9.07  0000
   62  -0.400  6162 42279955  403.343  328.625  34.268 -169.517  -8.91  -8.91  0000
   63  -0.367  5737 42279956  404.710  328.970  34.600 -169.844  -8.98  -8.98  0000
   64  -0.334  7171 42279957  406.704  330.171  35.214 -170.099  -9.34  -9.34  0000
   65  -0.300  6098 42279958  409.317  331.056  35.896 -170.626  -9.03  -9.03  0000
   66  -0.267  7452 42279959  411.504  332.460  36.590 -170.857  -9.25  -9.25  0000
   67  -0.234  6098 42279960  413.027  332.612  36.924 -171.255  -9.08  -9.08  0000
   68  -0.200  7708 42279961  415.338  333.682  37.586 -171.601  -9.43  -9.43  0000
   69  -0.167  7448 42279962  417.483  334.662  38.200 -171.916  -9.31  -9.31  0000
   70  -0.133  7923 42279963  419.593  335.738  38.825 -172.186  -9.45  -9.45  0000
   71  -0.100  7393 42279964  422.047  336.609  39.487 -172.596  -9.24  -9.24  0000
   72  -0.067  7216 42279965  423.111  336.940  39.767 -172.783  -9.52  -9.52  0000
   73  -0.033  9308 42279966  425.705  338.707  40.620 -172.964  -9.75  -9.75  0000
   74   0.000 11921 42279967  427.293  338.176  40.861 -173.513 -10.21 -10.21  0000
   75   0.033  8800 42279968  428.637  339.645  41.401 -173.448  -9.70  -9.70  0000
   76   0.067  5512 42279969  431.031  340.315  42.025 -173.856  -8.75  -8.75  0000
   77   0.100  5238 42279970  433.334  341.356  42.696 -174.133  -8.74  -8.74  0000
   78   0.133  4607 42279971  435.901  341.985  43.355 -174.573  -8.68  -8.68  0000
   79   0.167  3382 42279972  436.439  342.681  43.591 -174.515  -8.03  -8.03  0000
   80   0.200  1570 42279973  438.242  343.827  44.177 -174.633  -6.08  -6.08  0000
