#
#   version : 20090611
#    num_fr : 55
#      time : 20100729 07:15:23.345 UTC
#      unix : 1280387723.345313
#       ntp : LOCK -705 385103 850
#       seq : 1535042
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -1.201  4005 1535006  512.563  120.993  63.608  116.502  -6.83  -6.83  0000
   31  -1.168  3884 1535007  514.890  119.738  64.400  116.503  -6.86  -6.86  0000
   32  -1.134  4107 1535008  514.927  119.533  64.440  116.464  -7.19  -7.19  0000
   33  -1.101  4275 1535009  514.487  117.143  64.673  115.921  -7.32  -7.32  0000
   34  -1.068  4525 1535010  514.575  116.768  64.751  115.854  -7.48  -7.48  0000
   35  -1.034  4848 1535011  515.284  115.949  65.058  115.766  -7.78  -7.78  0000
   36  -1.001  4756 1535012  516.040  115.225  65.363  115.705  -7.80  -7.80  0000
   37  -0.968  4640 1535013  516.050  114.608  65.458  115.580  -7.81  -7.81  0000
   38  -0.934  4623 1535014  516.056  113.052  65.693  115.266  -7.92  -7.92  0000
   39  -0.901  5030 1535015  516.122  112.672  65.767  115.198  -8.04  -8.04  0000
   40  -0.868  4349 1535016  516.473  111.611  66.019  115.025  -8.01  -8.01  0000
   41  -0.834  4438 1535017  516.820  110.543  66.273  114.851  -8.07  -8.07  0000
   42  -0.801  4570 1535018  516.014  109.699  66.192  114.591  -7.93  -7.93  0000
   43  -0.767  4721 1535019  516.671  108.587  66.535  114.446  -7.98  -7.98  0000
   44  -0.734  4876 1535020  517.758  107.707  66.954  114.399  -7.93  -7.93  0000
   45  -0.701  4651 1535021  517.997  107.379  67.067  114.362  -7.93  -7.93  0000
   46  -0.667  4038 1535022  517.146  105.663  67.115  113.928  -8.04  -8.04  0000
   47  -0.634  4724 1535023  517.633  104.761  67.384  113.809  -8.05  -8.05  0000
   48  -0.601  5144 1535024  518.054  104.025  67.610  113.716  -8.10  -8.10  0000
   49  -0.567  6280 1535025  518.928  102.916  68.013  113.604  -8.46  -8.46  0000
   50  -0.534  8018 1535026  518.579  101.764  68.107  113.343  -9.18  -9.18  0000
   51  -0.500  8902 1535027  518.760  101.134  68.255  113.244  -9.39  -9.39  0000
   52  -0.467  8118 1535028  518.552   99.833  68.412  112.972  -9.55  -9.55  0000
   53  -0.434  9062 1535029  518.590   99.298  68.509  112.875  -9.67  -9.67  0000
   54  -0.400 11789 1535030  519.198   98.236  68.840  112.747 -10.01 -10.01  0000
   55  -0.367 11702 1535031  519.230   97.810  68.918  112.671 -10.24 -10.24  0000
   56  -0.334 13913 1535032  520.066   95.656  69.489  112.367 -10.08 -10.08  0000
   57  -0.300  9919 1535033  519.449   96.453  69.198  112.442 -10.11 -10.11  0000
   58  -0.267 10403 1535034  519.493   95.252  69.409  112.224  -9.77  -9.77  0000
   59  -0.234  8236 1535035  519.555   94.621  69.531  112.115  -9.57  -9.57  0000
   60  -0.200  9452 1535036  520.018   92.046  70.083  111.696  -9.49  -9.49  0000
   61  -0.167 11206 1535037  519.678   91.788  70.040  111.609  -9.87  -9.87  0000
   62  -0.133 13521 1535038  519.685   90.201  70.312  111.321 -10.30 -10.30  0000
   63  -0.100 11215 1535039  519.970   90.037  70.413  111.325 -10.37 -10.37  0000
   64  -0.067 11415 1535040  519.924   89.680  70.462  111.255 -10.25 -10.25  0000
   65  -0.033 11540 1535041  519.834   89.507  70.469  111.213 -10.21 -10.21  0000
   66   0.000 14038 1535042  521.003   88.072  71.015  111.094 -10.10 -10.10  0000
   67   0.033 12149 1535043  521.078   87.663  71.105  111.030  -9.87  -9.87  0000
   68   0.067  8920 1535044  521.032   86.993  71.210  110.905  -9.18  -9.18  0000
   69   0.100  6790 1535045  521.307   86.235  71.412  110.803  -8.71  -8.71  0000
   70   0.133  9181 1535046  520.969   84.830  71.572  110.513  -9.33  -9.33  0000
   71   0.167  6674 1535047  521.609   83.926  71.894  110.431  -8.77  -8.77  0000
   72   0.200  4794 1535048  521.511   83.517  71.941  110.347  -8.20  -8.20  0000
   73   0.234  4386 1535049  522.075   82.819  72.208  110.292  -7.20  -7.20  0000
   74   0.267  4498 1535050  521.398   81.149  72.334  109.919  -6.88  -6.88  0000
   75   0.300  2627 1535051  521.591   80.035  72.583  109.749  -7.01  -7.01  0000
   76   0.334  3156 1535052  522.127   79.122  72.883  109.657  -7.04  -7.04  0000
   77   0.367  3480 1535053  522.246   78.903  72.953  109.634  -7.18  -7.18  0000
   78   0.400  3025 1535054  521.870   78.143  72.996  109.458  -7.07  -7.07  0000
   79   0.434  3461 1535055  522.281   76.877  73.330  109.291  -7.27  -7.27  0000
   80   0.467 12403 1535056  522.134   75.273  73.587  109.001 -10.17 -10.17  0000
   81   0.500 10040 1535057  522.021   75.482  73.520  109.022 -10.31 -10.31  0000
   82   0.534  9395 1535058  521.734   75.550  73.435  108.999  -9.69  -9.69  0000
   83   0.567  7718 1535059  522.601   76.113  73.551  109.200  -9.00  -9.00  0000
   84   0.601  4654 1535060  523.056   75.694  73.743  109.184  -7.19  -7.19  0000
