#
#   version : 20090611
#    num_fr : 58
#      time : 20091121 11:36:33.552 UTC
#      unix : 1258803393.552676
#       ntp : LOCK -3174 662285 2964
#       seq : 48259167
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -1.435  1224 48259124  436.480  245.068  33.481  149.942  -5.86  -5.86  0000
   31  -1.401  1624 48259125  436.285  244.914  33.425  149.881  -6.67  -6.67  0000
   32  -1.368  2061 48259126  434.831  243.671  33.008  149.379  -6.84  -6.84  0000
   33  -1.335  2096 48259127  434.479  243.131  32.904  149.147  -7.01  -7.01  0000
   34  -1.301  2172 48259128  434.194  242.464  32.817  148.855  -7.04  -7.04  0000
   35  -1.268  2181 48259129  433.045  241.674  32.494  148.529  -7.02  -7.02  0000
   36  -1.235  2373 48259130  432.345  241.022  32.296  148.249  -7.38  -7.38  0000
   37  -1.201  2744 48259131  431.937  240.165  32.177  147.864  -7.64  -7.64  0000
   38  -1.168  2903 48259132  431.215  239.394  31.975  147.523  -7.74  -7.74  0000
   39  -1.134  2858 48259133  430.333  238.449  31.729  147.098  -7.83  -7.83  0000
   40  -1.101  2982 48259134  429.817  237.647  31.586  146.729  -7.76  -7.76  0000
   41  -1.068  2973 48259135  428.456  236.798  31.213  146.342  -7.87  -7.87  0000
   42  -1.034  3303 48259136  428.254  235.907  31.158  145.920  -7.95  -7.95  0000
   43  -1.001  3456 48259137  426.945  235.027  30.803  145.503  -8.03  -8.03  0000
   44  -0.968  4018 48259138  426.410  234.419  30.660  145.210  -8.26  -8.26  0000
   45  -0.934  3675 48259139  425.591  232.975  30.446  144.506  -8.22  -8.22  0000
   46  -0.901  4122 48259140  424.415  232.392  30.131  144.210  -8.29  -8.29  0000
   47  -0.868  3759 48259141  423.715  231.676  29.948  143.849  -8.16  -8.16  0000
   48  -0.834  4164 48259142  423.011  230.651  29.769  143.329  -8.32  -8.32  0000
   49  -0.801  3898 48259143  421.957  229.741  29.496  142.853  -8.27  -8.27  0000
   50  -0.767  4023 48259144  421.333  228.963  29.339  142.446  -8.27  -8.27  0000
   51  -0.734  4370 48259145  419.977  227.590  28.998  141.709  -8.36  -8.36  0000
   52  -0.701  4371 48259146  419.414  226.870  28.861  141.321  -8.39  -8.39  0000
   53  -0.667  4395 48259147  418.132  225.643  28.544  140.636  -8.38  -8.38  0000
   54  -0.634  4675 48259148  417.505  224.741  28.400  140.140  -8.48  -8.48  0000
   55  -0.601  4529 48259149  416.075  223.737  28.043  139.540  -8.43  -8.43  0000
   56  -0.567  4755 48259150  415.331  222.454  27.885  138.820  -8.60  -8.60  0000
   57  -0.534  4816 48259151  413.884  221.542  27.528  138.241  -8.51  -8.51  0000
   58  -0.500  5537 48259152  413.079  220.575  27.350  137.665  -8.81  -8.81  0000
   59  -0.467  6751 48259153  411.592  219.318  27.003  136.868  -9.12  -9.12  0000
   60  -0.434  6506 48259154  410.987  218.540  26.876  136.393  -9.05  -9.05  0000
   61  -0.400  6314 48259155  409.681  217.360  26.584  135.626  -9.02  -9.02  0000
   62  -0.367  6157 48259156  409.000  216.215  26.461  134.928  -8.98  -8.98  0000
   63  -0.334  6162 48259157  407.223  214.977  26.057  134.046  -9.10  -9.10  0000
   64  -0.300  6244 48259158  405.945  213.597  25.800  133.121  -9.10  -9.10  0000
   65  -0.267  6709 48259159  405.303  212.827  25.678  132.606  -9.18  -9.18  0000
   66  -0.234  6149 48259160  404.083  211.419  25.449  131.645  -9.04  -9.04  0000
   67  -0.200  6798 48259161  402.707  210.326  25.165  130.822  -9.22  -9.22  0000
   68  -0.167  6807 48259162  401.149  208.929  24.862  129.775  -9.27  -9.27  0000
   69  -0.133  6876 48259163  400.329  208.038  24.718  129.125  -9.20  -9.20  0000
   70  -0.100  6405 48259164  398.859  206.685  24.449  128.082  -9.10  -9.10  0000
   71  -0.067  8753 48259165  397.444  205.147  24.218  126.919  -9.51  -9.51  0000
   72  -0.033  9564 48259166  396.130  204.068  23.981  126.022  -9.62  -9.62  0000
   73   0.000 10206 48259167  394.343  202.791  23.650  124.885  -9.72  -9.72  0000
   74   0.033  9658 48259168  392.723  201.298  23.393  123.631  -9.72  -9.72  0000
   75   0.067  9324 48259169  391.701  200.426  23.230  122.866  -9.58  -9.58  0000
   76   0.100  8916 48259170  390.587  198.859  23.124  121.661  -9.47  -9.47  0000
   77   0.133  8335 48259171  389.413  197.746  22.962  120.691  -9.37  -9.37  0000
   78   0.167  7973 48259172  387.751  196.114  22.752  119.263  -9.41  -9.41  0000
   79   0.200  8318 48259173  385.887  194.888  22.458  117.980  -9.45  -9.45  0000
   80   0.234  8038 48259174  385.018  194.090  22.354  117.239  -9.26  -9.26  0000
   81   0.267  7465 48259175  383.484  192.521  22.201  115.823  -9.13  -9.13  0000
   82   0.300  6439 48259176  382.078  191.280  22.046  114.621  -8.83  -8.83  0000
   83   0.334  5291 48259177  380.668  189.830  21.930  113.282  -8.34  -8.34  0000
   84   0.367  4801 48259178  378.437  188.446  21.634  111.645  -8.26  -8.26  0000
   85   0.400  4364 48259179  377.661  187.220  21.650  110.651  -7.97  -7.97  0000
   86   0.434  3495 48259180  375.655  185.734  21.449  109.000  -7.40  -7.40  0000
   87   0.467  2061 48259181  374.984  185.021  21.421  108.323  -6.36  -6.36  0000
