#
#   version : 20090611
#    num_fr : 12
#      time : 20100814 08:19:03.630 UTC
#      unix : 1281773943.630460
#       ntp : LOCK 4328 99284 226
#       seq : 901238
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.300  1348  901229  114.870  235.863  53.239  -31.977  -5.91  -5.91  0000
   31  -0.267  1995  901230  113.936  236.877  53.504  -32.258  -6.70  -6.70  0000
   32  -0.234  2404  901231  112.107  238.878  54.029  -32.806  -7.43  -7.43  0000
   33  -0.200  2823  901232  110.283  240.388  54.556  -33.206  -7.94  -7.94  0000
   34  -0.167  4132  901233  108.900  241.741  54.959  -33.562  -8.41  -8.41  0000
   35  -0.133  4082  901234  107.689  243.239  55.317  -33.955  -8.55  -8.55  0000
   36  -0.100  4225  901235  106.381  244.814  55.707  -34.364  -8.40  -8.40  0000
   37  -0.067  4788  901236  104.867  246.313  56.158  -34.741  -8.67  -8.67  0000
   38  -0.033  5484  901237  103.648  248.176  56.534  -35.217  -8.93  -8.93  0000
   39   0.000  6347  901238  101.672  249.608  57.124  -35.554  -9.15  -9.15  0000
   40   0.033  6115  901239  100.379  251.376  57.527  -35.990  -9.12  -9.12  0000
   41   0.067  4150  901240   98.969  252.995  57.965  -36.377  -8.55  -8.55  0000
