#
#   version : 20090611
#    num_fr : 17
#      time : 20100814 03:38:34.325 UTC
#      unix : 1281757114.325402
#       ntp : LOCK 16298 134865 872
#       seq : 396864
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.400  1611  396852  181.204   80.423  54.469   17.149  -6.55  -6.55  0000
   30  -0.367  2005  396853  180.220   81.812  54.357   16.684  -6.92  -6.92  0000
   31  -0.334  2318  396854  179.265   82.602  54.370   16.337  -7.39  -7.39  0000
   32  -0.300  2635  396855  177.942   83.900  54.349   15.817  -7.43  -7.43  0000
   33  -0.267  3015  396856  176.432   85.055  54.399   15.287  -7.56  -7.56  0000
   34  -0.234  2000  396857  175.069   85.893  54.491   14.848  -6.85  -6.85  0000
   35  -0.200  2776  396858  172.805   88.171  54.471   13.950  -7.63  -7.63  0000
   36  -0.167  3408  396859  172.441   88.705  54.435   13.772  -8.08  -8.08  0000
   37  -0.133  3041  396860  170.950   90.102  54.452   13.201  -7.95  -7.95  0000
   38  -0.100  3463  396861  169.080   91.344  54.583   12.587  -7.94  -7.94  0000
   39  -0.067  3441  396862  167.560   92.865  54.594   11.987  -8.05  -8.05  0000
   40  -0.033  2867  396863  166.428   94.331  54.541   11.472  -7.93  -7.93  0000
   41   0.000  3555  396864  164.941   95.776  54.572   10.894  -7.97  -7.97  0000
   42   0.033  3120  396865  163.370   97.013  54.666   10.345  -7.73  -7.73  0000
   43   0.067  3418  396866  161.590   98.595  54.745    9.687  -8.12  -8.12  0000
   44   0.100  3002  396867  159.645  100.030  54.896    9.032  -7.96  -7.96  0000
   45   0.133  2142  396868  158.416  101.681  54.857    8.462  -6.93  -6.93  0000
