#
#   version : 20090611
#    num_fr : 13
#      time : 20100814 09:41:59.037 UTC
#      unix : 1281778919.037348
#       ntp : LOCK 1708 112593 377
#       seq : 1050351
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.167  1635 1050346  335.097  261.168   8.912 -167.259  -6.47  -6.47  0000
   30  -0.133  2217 1050347  335.752  259.382   8.713 -170.165  -7.51  -7.51  0000
   31  -0.100  2583 1050348  335.516  257.496   8.342 -172.284  -7.91  -7.91  0000
   32  -0.067  2998 1050349  336.176  255.307   8.123 -176.078  -7.90  -7.90  0000
   33  -0.033  3168 1050350  335.634  252.748   7.624 -179.338  -8.23  -8.23  0000
   34   0.000  3637 1050351  336.156  250.163   7.394  175.802  -8.29  -8.29  0000
   35   0.033  3190 1050352  335.779  247.842   7.033  171.970  -8.14  -8.14  0000
   36   0.067  3110 1050353  335.682  245.194   6.747  166.850  -8.10  -8.10  0000
   37   0.100  3445 1050354  336.018  242.260   6.612  160.454  -8.26  -8.26  0000
   38   0.133  3290 1050355  335.424  239.851   6.338  155.371  -8.13  -8.13  0000
   39   0.167  3135 1050356  336.289  237.468   6.503  149.726  -7.92  -7.92  0000
   40   0.200  3350 1050357  336.046  234.227   6.448  142.363  -8.29  -8.29  0000
   41   0.234  2576 1050358  336.372  231.908   6.606  137.264  -7.70  -7.70  0000
