#
#   version : 20090611
#    num_fr : 14
#      time : 20100814 05:11:11.621 UTC
#      unix : 1281762671.621832
#       ntp : LOCK 9697 155435 544
#       seq : 563416
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.367  1624  563405   89.216  148.603  65.488  -10.681  -5.65  -5.65  0000
   31  -0.334  2277  563406   88.585  150.145  65.502  -11.071  -6.31  -6.31  0000
   32  -0.300  2378  563407   88.061  150.357  65.626  -11.158  -6.42  -6.42  0000
   33  -0.267  2404  563408   87.047  152.613  65.679  -11.735  -6.80  -6.80  0000
   34  -0.234  2508  563409   86.495  154.043  65.690  -12.093  -6.83  -6.83  0000
   35  -0.200  2736  563410   83.691  154.513  66.435  -12.395  -6.90  -6.90  0000
   36  -0.167  3114  563411   82.556  156.668  66.548  -12.949  -7.60  -7.60  0000
   37  -0.133  3742  563412   82.072  157.728  66.585  -13.216  -7.96  -7.96  0000
   38  -0.100  3702  563413   81.071  159.310  66.722  -13.632  -7.86  -7.86  0000
   39  -0.067  3295  563414   79.410  160.666  67.073  -14.037  -7.94  -7.94  0000
   40  -0.033  3507  563415   78.876  162.471  67.064  -14.470  -7.95  -7.95  0000
   41   0.000  4048  563416   77.919  163.780  67.224  -14.817  -8.16  -8.16  0000
   42   0.033  2675  563417   77.597  164.398  67.264  -14.973  -7.13  -7.13  0000
   43   0.067  2038  563418   76.455  166.322  67.430  -15.465  -6.15  -6.15  0000
