#
#   version : 20090611
#    num_fr : 34
#      time : 20100814 03:55:16.294 UTC
#      unix : 1281758116.294990
#       ntp : LOCK 16349 83283 787
#       seq : 426893
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.901  1558  426866  549.166  252.680  65.750  148.993  -6.23  -6.23  0000
   31  -0.868  1842  426867  548.675  253.800  65.623  149.265  -6.51  -6.51  0000
   32  -0.834  2098  426868  549.898  256.138  66.037  149.772  -7.07  -7.07  0000
   33  -0.801  2322  426869  549.680  257.943  66.013  150.194  -7.18  -7.18  0000
   34  -0.767  2865  426870  550.484  260.111  66.309  150.667  -7.62  -7.62  0000
   35  -0.734  2699  426871  550.592  261.873  66.389  151.066  -7.60  -7.60  0000
   36  -0.701  3117  426872  551.442  264.093  66.710  151.543  -7.87  -7.87  0000
   37  -0.667  3082  426873  551.816  265.824  66.877  151.922  -8.04  -8.04  0000
   38  -0.634  3582  426874  552.221  268.071  67.075  152.414  -8.20  -8.20  0000
   39  -0.601  3567  426875  552.328  270.040  67.179  152.854  -8.32  -8.32  0000
   40  -0.567  4164  426876  552.811  272.156  67.406  153.309  -8.47  -8.47  0000
   41  -0.534  4031  426877  553.298  274.111  67.633  153.725  -8.36  -8.36  0000
   42  -0.500  4427  426878  553.448  276.494  67.781  154.249  -8.47  -8.47  0000
   43  -0.467  4674  426879  554.185  278.432  68.091  154.643  -8.56  -8.56  0000
   44  -0.434  4863  426880  554.329  280.448  68.232  155.081  -8.66  -8.66  0000
   45  -0.400  4774  426881  555.034  282.532  68.548  155.503  -8.68  -8.68  0000
   46  -0.367  4383  426882  555.153  284.875  68.707  156.009  -8.53  -8.53  0000
   47  -0.334  4785  426883  555.154  286.671  68.806  156.400  -8.75  -8.75  0000
   48  -0.300  4404  426884  555.904  288.957  69.162  156.854  -8.59  -8.59  0000
   49  -0.267  4898  426885  555.580  290.937  69.183  157.300  -8.84  -8.84  0000
   50  -0.234  4258  426886  556.453  293.222  69.586  157.739  -8.67  -8.67  0000
   51  -0.200  4907  426887  556.260  295.225  69.657  158.179  -8.76  -8.76  0000
   52  -0.167  4768  426888  556.878  297.473  69.991  158.619  -8.74  -8.74  0000
   53  -0.133  4582  426889  556.845  299.448  70.117  159.039  -8.64  -8.64  0000
   54  -0.100  4574  426890  557.184  301.754  70.382  159.503  -8.57  -8.57  0000
   55  -0.067  4630  426891  557.223  303.759  70.541  159.921  -8.69  -8.69  0000
   56  -0.033  5318  426892  557.260  306.064  70.727  160.399  -8.87  -8.87  0000
   57   0.000  7718  426893  557.987  308.352  71.121  160.822  -9.32  -9.32  0000
   58   0.033  7287  426894  557.932  310.370  71.267  161.242  -9.42  -9.42  0000
   59   0.067  6154  426895  557.786  312.424  71.394  161.675  -9.06  -9.06  0000
   60   0.100  4684  426896  558.338  314.721  71.752  162.102  -8.57  -8.57  0000
   61   0.133  4638  426897  557.968  316.653  71.811  162.523  -8.56  -8.56  0000
   62   0.167  3096  426898  558.249  318.779  72.084  162.930  -7.89  -7.89  0000
   63   0.200  2034  426899  558.632  320.203  72.326  163.187  -7.31  -7.31  0000
