#
#   version : 20090611
#    num_fr : 10
#      time : 20100814 07:45:25.712 UTC
#      unix : 1281771925.712536
#       ntp : LOCK 4891 125244 282
#       seq : 840761
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.234  1132  840754  555.148  194.143  68.572  135.653  -5.80  -5.80  0000
   32  -0.167  1757  840756  557.444  195.888  69.178  136.103  -6.71  -6.71  0000
   33  -0.133  1903  840757  558.870  196.782  69.567  136.337  -6.96  -6.96  0000
   34  -0.100  1831  840758  558.912  197.579  69.541  136.512  -6.79  -6.79  0000
   35  -0.067  2521  840759  560.480  198.780  69.962  136.813  -7.16  -7.16  0000
   36  -0.033  2427  840760  561.870  200.030  70.330  137.116  -7.57  -7.57  0000
   37   0.000  2611  840761  563.560  200.910  70.808  137.344  -7.63  -7.63  0000
   38   0.033  2470  840762  564.166  201.806  70.955  137.549  -7.50  -7.50  0000
   39   0.067  2378  840763  565.786  203.060  71.401  137.850  -7.43  -7.43  0000
   40   0.100  1352  840764  566.161  204.274  71.468  138.117  -6.13  -6.13  0000
