#
#   version : 20090611
#    num_fr : 10
#      time : 20091102 10:19:53.723 UTC
#      unix : 1257157193.723992
#       ntp : LOCK 780 37237 124
#       seq : 1327649
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.234  3470 1327642  220.793  297.311  28.785  -66.109  -7.46  -7.46  0000
   31  -0.200  5338 1327643  220.786  297.095  28.755  -66.013  -8.27  -8.27  0000
   32  -0.167  7338 1327644  219.743  295.657  28.789  -65.087  -8.87  -8.87  0000
   33  -0.133  8918 1327645  219.153  295.821  28.947  -64.989  -9.21  -9.21  0000
   34  -0.100  8998 1327646  219.052  294.505  28.788  -64.386  -9.26  -9.26  0000
   35  -0.067  9587 1327647  218.836  293.989  28.768  -64.099  -9.35  -9.35  0000
   36  -0.033 10184 1327648  218.810  293.390  28.693  -63.827  -9.51  -9.51  0000
   37   0.000 10668 1327649  217.752  292.112  28.769  -62.969  -9.85  -9.85  0000
   38   0.033  8035 1327650  217.625  291.548  28.725  -62.682  -9.29  -9.29  0000
   39   0.067  6164 1327651  218.088  290.173  28.439  -62.187  -8.61  -8.61  0000
