#
#   version : 20090611
#    num_fr : 29
#      time : 20100716 07:06:43.926 UTC
#      unix : 1279264003.926381
#       ntp : LOCK 29939 234051 1598
#       seq : 430537
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.767  1409  430514  100.844  369.109  67.802  -63.704  -5.89  -5.89  0000
   30  -0.734  1776  430515  101.218  368.794  67.659  -63.691  -6.48  -6.48  0000
   31  -0.701  1919  430516  101.283  369.428  67.738  -63.823  -6.73  -6.73  0000
   32  -0.667  2469  430517  101.506  369.990  67.767  -63.960  -7.23  -7.23  0000
   33  -0.634  2960  430518  101.364  370.019  67.807  -63.947  -7.55  -7.55  0000
   34  -0.601  3021  430519  101.958  370.458  67.723  -64.109  -7.76  -7.76  0000
   35  -0.567  3783  430520  102.097  371.012  67.773  -64.234  -8.05  -8.05  0000
   36  -0.534  4079  430521  102.265  371.041  67.735  -64.262  -8.21  -8.21  0000
   37  -0.500  3791  430522  102.078  371.688  67.881  -64.361  -8.21  -8.21  0000
   38  -0.467  4021  430523  102.146  371.829  67.886  -64.397  -8.40  -8.40  0000
   39  -0.434  4650  430524  102.034  372.371  67.998  -64.486  -8.63  -8.63  0000
   40  -0.400  4392  430525  102.270  372.551  67.966  -64.552  -8.61  -8.61  0000
   41  -0.367  4017  430526  102.275  372.911  68.020  -64.621  -8.51  -8.51  0000
   42  -0.334  4405  430527  102.302  373.121  68.046  -64.665  -8.56  -8.56  0000
   43  -0.300  4892  430528  102.590  373.652  68.056  -64.804  -8.67  -8.67  0000
   44  -0.267  5152  430529  102.680  374.140  68.109  -64.909  -8.74  -8.74  0000
   45  -0.234  5201  430530  103.114  374.327  68.029  -65.002  -8.86  -8.86  0000
   46  -0.200  5424  430531  103.394  374.854  68.041  -65.139  -8.87  -8.87  0000
   47  -0.167  5351  430532  103.479  374.926  68.031  -65.164  -8.84  -8.84  0000
   48  -0.133  4946  430533  103.308  375.551  68.173  -65.260  -8.72  -8.72  0000
   49  -0.100  5620  430534  103.402  376.059  68.229  -65.368  -8.81  -8.81  0000
   50  -0.067  5442  430535  103.718  376.357  68.197  -65.467  -8.81  -8.81  0000
   51  -0.033  5525  430536  103.915  376.795  68.217  -65.576  -8.92  -8.92  0000
   52   0.000  5705  430537  104.108  377.191  68.232  -65.677  -8.93  -8.93  0000
   53   0.033  5681  430538  104.011  377.433  68.295  -65.709  -8.85  -8.85  0000
   54   0.067  4824  430539  104.613  378.051  68.244  -65.906  -8.54  -8.54  0000
   55   0.100  3673  430540  104.887  378.283  68.213  -65.987  -7.97  -7.97  0000
   56   0.133  2742  430541  105.098  378.532  68.200  -66.063  -7.46  -7.46  0000
   57   0.167  2013  430542  105.313  379.133  68.244  -66.204  -6.69  -6.69  0000
