#
#   version : 20090611
#    num_fr : 13
#      time : 20100810 04:42:20.381 UTC
#      unix : 1281415340.381502
#       ntp : LOCK -3227 1013479 3853
#       seq : 847240
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.267  1929  847232   97.507  182.328  60.173  -18.056  -5.68  -5.68  0000
   31  -0.234  2437  847233   96.115  184.659  60.411  -18.707  -6.57  -6.57  0000
   32  -0.200  2474  847234   95.721  186.989  60.372  -19.305  -6.73  -6.73  0000
   33  -0.167  2332  847235   94.123  188.586  60.729  -19.776  -6.83  -6.83  0000
   34  -0.133  2673  847236   92.749  190.190  61.027  -20.234  -7.01  -7.01  0000
   35  -0.100  2375  847237   91.738  192.175  61.203  -20.766  -6.90  -6.90  0000
   36  -0.067  2719  847238   91.125  194.649  61.243  -21.401  -7.26  -7.26  0000
   37  -0.033  3057  847239   89.159  196.708  61.705  -21.980  -7.57  -7.57  0000
   38   0.000  3956  847240   88.459  197.836  61.851  -22.281  -8.14  -8.14  0000
   39   0.033  3736  847241   87.710  200.199  61.956  -22.886  -8.16  -8.16  0000
   40   0.067  3578  847242   86.936  201.903  62.104  -23.327  -7.93  -7.93  0000
   41   0.100  2986  847243   85.118  203.792  62.553  -23.838  -7.21  -7.21  0000
   42   0.133  2072  847244   84.909  205.969  62.527  -24.375  -6.36  -6.36  0000
