#
#   version : 20090611
#    num_fr : 11
#      time : 20091019 10:43:40.568 UTC
#      unix : 1255949020.568154
#       ntp : LOCK 10478 143583 2938
#       seq : 1513169
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.300  1731 1513160  214.682  210.284  26.573  -18.143  -6.15  -6.15  0000
   31  -0.267  2868 1513161  211.593  207.897  27.542  -17.303  -7.65  -7.65  0000
   32  -0.234  4235 1513162  209.313  206.055  28.267  -16.679  -8.39  -8.39  0000
   33  -0.200  5687 1513163  206.567  203.840  29.145  -15.967  -8.82  -8.82  0000
   34  -0.167  8253 1513164  204.077  201.456  29.976  -15.178  -9.39  -9.39  0000
   35  -0.133  8354 1513165  201.200  198.550  30.958  -14.248  -9.55  -9.55  0000
   36  -0.100  9256 1513166  197.934  196.594  31.965  -13.850  -9.71  -9.71  0000
   37  -0.067 10027 1513167  194.866  193.844  32.995  -13.105  -9.89  -9.89  0000
   38  -0.033 11867 1513168  191.894  191.505  33.970  -12.559 -10.17 -10.17  0000
   39   0.000 13807 1513169  189.316  189.337  34.832  -12.052 -10.28 -10.28  0000
   40   0.033  4714 1513170  188.046  187.654  35.318  -11.567  -8.37  -8.37  0000
