#
#   version : 20090611
#    num_fr : 56
#      time : 20101203 09:10:52.253 UTC
#      unix : 1291367452.253284
#       ntp : LOCK 7014 883106 4772
#       seq : 6723286
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal_20100816_20100506-404-gd3
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -1.635  2115 6723237  477.915  257.863  45.025  146.985  -6.41  -6.41  0000
   30  -1.602  2256 6723238  477.643  260.964  44.995  148.035  -7.19  -7.19  0000
   31  -1.568  2715 6723239  478.997  262.973  45.416  148.681  -7.43  -7.43  0000
   32  -1.535  3270 6723240  479.399  265.137  45.577  149.392  -7.88  -7.88  0000
   33  -1.502  3646 6723241  480.646  267.386  45.987  150.101  -8.01  -8.01  0000
   34  -1.468  3897 6723242  481.467  269.590  46.282  150.797  -8.35  -8.35  0000
   35  -1.435  4042 6723243  481.799  271.949  46.453  151.555  -8.37  -8.37  0000
   36  -1.401  4043 6723244  482.861  274.437  46.842  152.318  -8.30  -8.30  0000
   37  -1.368  4916 6723245  482.964  276.694  46.961  153.039  -8.69  -8.69  0000
   38  -1.335  5171 6723246  484.024  279.529  47.382  153.892  -8.82  -8.82  0000
   39  -1.301  4971 6723247  484.671  281.110  47.637  154.359  -8.78  -8.78  0000
   40  -1.268  5099 6723248  485.407  284.141  47.995  155.270  -8.90  -8.90  0000
   41  -1.235  4663 6723249  486.417  286.668  48.414  155.995  -8.51  -8.51  0000
   42  -1.201  5809 6723250  486.715  288.664  48.611  156.592  -9.03  -9.03  0000
   43  -1.168  5479 6723251  487.594  291.573  49.032  157.423  -8.95  -8.95  0000
   44  -1.134  5352 6723252  488.641  293.511  49.447  157.936  -8.89  -8.89  0000
   45  -1.101  5838 6723253  488.582  296.294  49.617  158.775  -9.02  -9.02  0000
   46  -1.068  5538 6723254  489.832  298.808  50.141  159.428  -8.75  -8.75  0000
   47  -1.034  6189 6723255  489.992  300.877  50.337  160.024  -9.18  -9.18  0000
   48  -1.001  6628 6723256  490.508  303.686  50.695  160.801  -9.21  -9.21  0000
   49  -0.968  6079 6723257  490.959  305.375  50.954  161.252  -9.07  -9.07  0000
   50  -0.934  6679 6723258  492.165  307.801  51.486  161.843  -9.18  -9.18  0000
   51  -0.901  7581 6723259  492.805  310.937  51.930  162.673  -9.21  -9.21  0000
   52  -0.868  7282 6723260  492.747  313.043  52.102  163.268  -9.29  -9.29  0000
   53  -0.834  6567 6723261  492.967  315.062  52.347  163.809  -9.20  -9.20  0000
   54  -0.801  7254 6723262  493.518  318.429  52.817  164.683  -9.08  -9.08  0000
   55  -0.767  6676 6723263  494.624  320.447  53.315  165.122  -8.80  -8.80  0000
   56  -0.734  7272 6723264  494.917  322.917  53.644  165.757  -8.92  -8.92  0000
   57  -0.701  6961 6723265  495.234  324.794  53.924  166.225  -8.88  -8.88  0000
   58  -0.667  6931 6723266  495.837  327.689  54.394  166.925  -8.82  -8.82  0000
   59  -0.634  5668 6723267  495.637  330.303  54.627  167.629  -8.40  -8.40  0000
   60  -0.601  6205 6723268  496.761  332.866  55.215  168.168  -8.56  -8.56  0000
   61  -0.567  6318 6723269  496.251  335.246  55.354  168.833  -8.76  -8.76  0000
   62  -0.534  6416 6723270  497.398  337.563  55.932  169.289  -8.76  -8.76  0000
   63  -0.501  5646 6723271  497.695  338.964  56.179  169.606  -8.45  -8.45  0000
   64  -0.467  4990 6723272  497.929  342.014  56.615  170.335  -8.09  -8.09  0000
   65  -0.434  5113 6723273  498.236  344.331  56.986  170.867  -8.20  -8.20  0000
   66  -0.400  5413 6723274  498.974  347.050  57.528  171.438  -8.31  -8.31  0000
   67  -0.367  6456 6723275  498.801  349.089  57.749  171.947  -8.72  -8.72  0000
   68  -0.334  8003 6723276  499.367  352.306  58.326  172.641  -9.05  -9.05  0000
   69  -0.300  8422 6723277  499.309  354.075  58.552  173.063  -9.33  -9.33  0000
   70  -0.267  7933 6723278  499.127  356.387  58.825  173.623  -9.05  -9.05  0000
   71  -0.234  8222 6723279  499.675  359.184  59.361  174.196  -9.14  -9.14  0000
   72  -0.200  8900 6723280  499.401  360.809  59.523  174.601  -9.43  -9.43  0000
   73  -0.167  9113 6723281  499.606  362.818  59.868  175.028  -9.58  -9.58  0000
   74  -0.133  8930 6723282  500.176  365.196  60.364  175.485  -9.32  -9.32  0000
   75  -0.100  7077 6723283  500.827  368.375  61.007  176.100  -8.54  -8.54  0000
   76  -0.067  9038 6723284  500.292  370.744  61.233  176.686  -9.38  -9.38  0000
   77  -0.033 11811 6723285  500.281  372.867  61.560  177.145  -9.88  -9.88  0000
   78   0.000 12488 6723286  500.807  375.035  62.034  177.537  -9.90  -9.90  0000
   79   0.033 11779 6723287  500.446  377.127  62.277  178.027  -9.97  -9.97  0000
   80   0.067 11810 6723288  500.411  379.163  62.597  178.458  -9.92  -9.92  0000
   81   0.100 12381 6723289  500.942  381.311  63.081  178.830  -9.88  -9.88  0000
   82   0.133  7829 6723290  482.681  361.194  55.376  176.993  -8.59  -8.59  0000
   83   0.167  7422 6723291  483.441  358.045  55.089  176.133  -7.91  -7.91  0000
   84   0.200  3270 6723292  504.972  346.607  59.054  170.636  -7.04  -7.04  0000
