#
#   version : 20090611
#    num_fr : 13
#      time : 20100815 07:36:40.940 UTC
#      unix : 1281857800.940402
#       ntp : LOCK 96 265242 596
#       seq : 3414444
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.367  1443 3414433  397.464  286.730  26.289  175.981  -6.20  -6.20  0000
   31  -0.334  1681 3414434  400.108  290.325  27.380  176.914  -6.79  -6.79  0000
   32  -0.300  2195 3414435  400.965  293.154  27.962  177.952  -7.21  -7.21  0000
   33  -0.267  2610 3414436  402.247  295.868  28.635  178.772  -7.63  -7.63  0000
   34  -0.234  3131 3414437  403.906  298.965  29.456  179.605  -7.91  -7.91  0000
   35  -0.200  3293 3414438  405.400  302.058  30.245 -179.562  -8.18  -8.18  0000
   36  -0.167  3381 3414439  407.030  305.182  31.078 -178.799  -8.08  -8.08  0000
   37  -0.133  3490 3414440  408.109  308.525  31.829 -177.835  -8.22  -8.22  0000
   38  -0.100  3580 3414441  409.565  311.893  32.676 -177.015  -8.24  -8.24  0000
   39  -0.067  3460 3414442  411.672  315.187  33.661 -176.448  -8.32  -8.32  0000
   40  -0.033  4254 3414443  412.612  318.241  34.360 -175.667  -8.51  -8.51  0000
   41   0.000  4529 3414444  414.223  321.699  35.277 -174.974  -8.63  -8.63  0000
   42   0.033  2703 3414445  415.347  324.839  36.044 -174.282  -7.65  -7.65  0000
