#
#   version : 20090611
#    num_fr : 32
#      time : 20100405 10:43:20.256 UTC
#      unix : 1270464200.256884
#       ntp : LOCK -122 337106 6317
#       seq : 42828138
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.133 14100 42828134  422.305  276.308  31.310  165.451 -10.40 -10.40  0000
   30  -0.100 13437 42828135  426.210  273.469  32.086  163.568 -10.43 -10.43  0000
   31  -0.067 12908 42828136  428.393  273.537  32.661  163.274 -10.40 -10.40  0000
   32  -0.033 14172 42828137  433.260  270.738  33.734  161.408 -10.42 -10.42  0000
   33   0.000 14786 42828138  436.099  269.777  34.420  160.653 -10.39 -10.39  0000
   34   0.033 12827 42828139  438.473  268.147  34.948  159.702 -10.36 -10.36  0000
   35   0.067 11153 42828140  441.334  267.074  35.648  158.955 -10.24 -10.24  0000
   36   0.100 13292 42828141  446.176  264.351  36.801  157.393 -10.20 -10.20  0000
   37   0.133 14511 42828142  449.676  262.689  37.667  156.441 -10.23 -10.23  0000
   38   0.167 12129 42828143  451.378  261.571  38.078  155.874 -10.21 -10.21  0000
   39   0.200 13605 42828144  455.890  258.918  39.199  154.541 -10.20 -10.20  0000
   40   0.234 13508 42828145  458.546  257.828  39.888  153.965 -10.09 -10.09  0000
   41   0.267 11892 42828146  461.026  256.286  40.517  153.252  -9.96  -9.96  0000
   42   0.300 11590 42828147  463.679  255.019  41.209  152.650  -9.87  -9.87  0000
   43   0.334 10646 42828148  466.558  252.793  41.943  151.717  -9.97  -9.97  0000
   44   0.367 11874 42828149  470.031  251.293  42.872  151.043  -9.91  -9.91  0000
   45   0.400  9389 42828150  471.436  250.112  43.238  150.580  -9.66  -9.66  0000
   46   0.434  8806 42828151  475.471  248.015  44.326  149.727  -9.39  -9.39  0000
   47   0.467  8335 42828152  477.829  246.577  44.964  149.176  -9.28  -9.28  0000
   48   0.501  7597 42828153  479.036  245.989  45.295  148.949  -9.19  -9.19  0000
   49   0.534  6140 42828154  482.733  243.820  46.311  148.151  -8.66  -8.66  0000
   50   0.567  5227 42828155  485.030  242.314  46.946  147.621  -8.46  -8.46  0000
   51   0.601  4697 42828156  487.720  240.682  47.697  147.058  -8.22  -8.22  0000
   52   0.634  4108 42828157  488.701  239.920  47.972  146.805  -7.72  -7.72  0000
   53   0.667  3151 42828158  493.145  237.507  49.231  146.008  -7.37  -7.37  0000
   54   0.701  3523 42828159  494.796  236.181  49.702  145.591  -7.48  -7.48  0000
   55   0.734  3291 42828160  495.629  235.831  49.941  145.479  -7.04  -7.04  0000
   56   0.767  3033 42828161  498.161  233.665  50.673  144.819  -7.10  -7.10  0000
   57   0.801  2799 42828162  500.587  232.515  51.375  144.474  -6.73  -6.73  0000
   58   0.834  2470 42828163  503.828  230.929  52.318  144.011  -6.40  -6.40  0000
   59   0.868  2346 42828164  504.775  229.911  52.601  143.720  -6.36  -6.36  0000
   61   0.934  2088 42828166  508.245  227.690  53.627  143.101  -6.24  -6.24  0000
