#
#   version : 20090611
#    num_fr : 15
#      time : 20091115 11:36:21.597 UTC
#      unix : 1258284981.597242
#       ntp : LOCK -4625 409758 1407
#       seq : 32722351
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.334  1778 32722341  280.337  347.521  29.910 -107.169  -6.88  -6.88  0000
   31  -0.300  2395 32722342  278.805  347.553  30.035 -106.420  -7.23  -7.23  0000
   32  -0.267  2490 32722343  276.787  346.869  30.025 -105.333  -7.65  -7.65  0000
   33  -0.234  3121 32722344  274.938  345.834  29.925 -104.271  -7.97  -7.97  0000
   34  -0.200  3234 32722345  272.849  345.660  30.070 -103.233  -8.03  -8.03  0000
   35  -0.167  3536 32722346  271.154  344.803  30.018 -102.272  -8.23  -8.23  0000
   36  -0.133  3706 32722347  268.537  344.072  30.100 -100.894  -8.28  -8.28  0000
   37  -0.100  3555 32722348  266.682  343.346  30.118  -99.882  -8.21  -8.21  0000
   38  -0.067  3910 32722349  264.598  342.733  30.198  -98.788  -8.33  -8.33  0000
   39  -0.033  3883 32722350  262.038  341.961  30.306  -97.448  -8.33  -8.33  0000
   40   0.000  4126 32722351  259.891  341.109  30.362  -96.287  -8.43  -8.43  0000
   41   0.033  3804 32722352  257.847  340.133  30.389  -95.148  -8.20  -8.20  0000
   42   0.067  3083 32722353  256.219  340.107  30.591  -94.419  -7.94  -7.94  0000
   43   0.100  2151 32722354  253.916  339.174  30.682  -93.189  -6.98  -6.98  0000
   44   0.133  1441 32722355  251.196  337.694  30.723  -91.650  -5.63  -5.63  0000
