#
#   version : 20090611
#    num_fr : 14
#      time : 20091116 10:50:30.474 UTC
#      unix : 1258368630.474332
#       ntp : LOCK 180 1004166 3157
#       seq : 35229309
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.234  2062 35229302  474.023   87.655  59.867  104.326  -6.39  -6.39  0000
   30  -0.200  2612 35229303  476.995   87.026  60.649  104.701  -7.14  -7.14  0000
   31  -0.167  3764 35229304  479.741   86.692  61.330  105.086  -7.73  -7.73  0000
   32  -0.133  4763 35229305  481.259   86.117  61.782  105.221  -8.30  -8.30  0000
   33  -0.100  6600 35229306  482.735   85.741  62.189  105.386  -8.99  -8.99  0000
   34  -0.067  9541 35229307  485.055   84.704  62.915  105.557  -9.51  -9.51  0000
   35  -0.033 12046 35229308  486.365   84.376  63.277  105.699 -10.05 -10.05  0000
   36   0.000 16033 35229309  488.767   83.955  63.910  105.989 -10.31 -10.31  0000
   37   0.033 11397 35229310  489.770   83.781  64.175  106.109 -10.04 -10.04  0000
   38   0.067  9377 35229311  492.573   83.429  64.893  106.463  -9.58  -9.58  0000
   39   0.100  6930 35229312  494.987   83.008  65.538  106.740  -8.99  -8.99  0000
   40   0.133  5039 35229313  497.086   82.290  66.168  106.913  -8.37  -8.37  0000
   41   0.167  3129 35229314  499.682   82.130  66.814  107.253  -7.42  -7.42  0000
   42   0.200  1922 35229315  500.830   81.459  67.213  107.294  -6.28  -6.28  0000
