#
#   version : 20090611
#    num_fr : 21
#      time : 20091024 04:11:45.608 UTC
#      unix : 1256357505.608202
#       ntp : LOCK 5358 372563 1349
#       seq : 802926
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.667  1917  802906   71.179  237.386  65.975  -31.996  -6.09  -6.09  0000
   30  -0.634  2305  802907   71.193  237.285  65.971  -31.973  -6.63  -6.63  0000
   31  -0.601  2392  802908   69.722  235.297  66.414  -31.496  -6.56  -6.56  0000
   32  -0.567  2168  802909   69.429  234.888  66.503  -31.399  -6.45  -6.45  0000
   33  -0.534  2367  802910   68.463  233.871  66.796  -31.156  -6.62  -6.62  0000
   34  -0.501  2444  802911   69.111  233.187  66.605  -31.002  -6.98  -6.98  0000
   35  -0.467  2541  802912   67.858  232.031  66.988  -30.727  -6.90  -6.90  0000
   36  -0.434  2339  802913   67.498  231.133  67.102  -30.519  -6.87  -6.87  0000
   37  -0.400  2150  802914   67.445  230.041  67.127  -30.267  -6.54  -6.54  0000
   38  -0.367  2224  802915   66.055  229.056  67.554  -30.037  -6.50  -6.50  0000
   39  -0.334  2294  802916   65.962  229.034  67.582  -30.031  -6.20  -6.20  0000
   40  -0.300  2072  802917   65.328  227.677  67.787  -29.720  -6.44  -6.44  0000
   41  -0.267  1931  802918   65.524  227.105  67.735  -29.590  -6.06  -6.06  0000
   42  -0.234  1997  802919   64.165  225.119  68.171  -29.138  -6.42  -6.42  0000
   43  -0.200  2035  802920   63.973  224.967  68.231  -29.103  -6.06  -6.06  0000
   47  -0.067  2780  802924   62.002  220.865  68.896  -28.182  -7.12  -7.12  0000
   48  -0.033  2958  802925   60.825  219.223  69.285  -27.820  -7.40  -7.40  0000
   49   0.000  3039  802926   60.728  218.902  69.321  -27.749  -7.48  -7.48  0000
   50   0.033  2398  802927   59.503  217.507  69.723  -27.446  -6.71  -6.71  0000
   51   0.067  2059  802928   59.218  216.977  69.821  -27.330  -6.33  -6.33  0000
   52   0.100  1937  802929   58.441  215.803  70.085  -27.076  -6.07  -6.07  0000
