#
#   version : 20090611
#    num_fr : 16
#      time : 20091024 05:55:18.258 UTC
#      unix : 1256363718.258376
#       ntp : LOCK -1638 417437 1523
#       seq : 989119
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.200  2172  989113  158.870   41.688  67.308   19.245  -6.33  -6.33  0000
   30  -0.167  2664  989114  160.756   39.641  67.431   19.877  -6.70  -6.70  0000
   31  -0.133  2880  989115  161.211   38.945  67.509   20.059  -6.99  -6.99  0000
   32  -0.100  2842  989116  162.255   37.347  67.692   20.474  -7.12  -7.12  0000
   33  -0.067  3053  989117  164.146   33.925  68.159   21.295  -7.19  -7.19  0000
   34  -0.033  3285  989118  164.879   32.817  68.292   21.581  -7.45  -7.45  0000
   35   0.000  3792  989119  166.611   31.000  68.421   22.142  -7.67  -7.67  0000
   36   0.033  3746  989120  168.290   29.645  68.453   22.629  -7.90  -7.90  0000
   37   0.067  3755  989121  170.097   27.497  68.663   23.245  -7.78  -7.78  0000
   38   0.100  3624  989122  172.078   25.256  68.876   23.902  -7.72  -7.72  0000
   39   0.133  3603  989123  172.878   23.278  69.233   24.304  -7.87  -7.87  0000
   40   0.167  3604  989124  174.284   21.353  69.479   24.807  -7.89  -7.89  0000
   41   0.200  3608  989125  175.973   19.458  69.677   25.355  -7.83  -7.83  0000
   42   0.234  3490  989126  176.078   17.928  70.048   25.563  -7.52  -7.52  0000
   43   0.267  2685  989127  178.637   17.036  69.859   26.146  -6.84  -6.84  0000
   44   0.300  2288  989128  180.104   15.215  70.092   26.638  -6.34  -6.34  0000
