#
#   version : 20090611
#    num_fr : 19
#      time : 20091024 05:17:11.537 UTC
#      unix : 1256361431.537131
#       ntp : LOCK 1544 780300 1371
#       seq : 920586
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.500  2165  920571  105.613  143.220  61.595   -8.061  -6.52  -6.52  0000
   30  -0.467  2535  920572  106.477  141.093  61.615   -7.491  -6.74  -6.74  0000
   31  -0.434  2490  920573  106.400  139.527  61.825   -7.141  -6.69  -6.69  0000
   32  -0.400  2721  920574  108.359  137.550  61.546   -6.497  -7.07  -7.07  0000
   33  -0.367  2929  920575  108.087  135.257  61.906   -6.006  -7.12  -7.12  0000
   34  -0.334  3280  920576  109.578  133.610  61.723   -5.481  -7.40  -7.40  0000
   35  -0.300  3533  920577  111.175  131.491  61.579   -4.836  -7.60  -7.60  0000
   36  -0.267  3767  920578  111.585  129.171  61.782   -4.274  -7.91  -7.91  0000
   37  -0.234  4175  920579  112.521  127.073  61.823   -3.705  -8.09  -8.09  0000
   38  -0.200  4483  920580  114.030  124.374  61.807   -2.940  -8.16  -8.16  0000
   39  -0.167  4755  920581  114.657  122.713  61.881   -2.504  -8.25  -8.25  0000
   40  -0.133  5951  920582  116.237  119.819  61.895   -1.688  -8.78  -8.78  0000
   41  -0.100  7905  920583  117.085  118.141  61.926   -1.224  -9.22  -9.22  0000
   42  -0.067  7866  920584  118.034  116.480  61.934   -0.751  -9.31  -9.31  0000
   43  -0.033  8525  920585  119.263  113.690  62.049   -0.002  -9.37  -9.37  0000
   44   0.000  8602  920586  120.895  111.311  62.011    0.709  -9.36  -9.36  0000
   45   0.033  5723  920587  121.967  109.490  62.032    1.230  -8.70  -8.70  0000
   46   0.067  3821  920588  123.415  106.662  62.130    2.011  -7.73  -7.73  0000
   47   0.100  2450  920589  123.930  105.666  62.166    2.287  -6.67  -6.67  0000
