#
#   version : 20090611
#    num_fr : 13
#      time : 20091024 05:39:15.461 UTC
#      unix : 1256362755.461841
#       ntp : LOCK -1034 433854 1611
#       seq : 960264
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.267  1281  960256  217.734  298.036  29.581  -65.533  -5.76  -5.76  0000
   30  -0.234  1515  960257  221.997  298.418  28.675  -66.944  -5.93  -5.93  0000
   31  -0.200  1957  960258  225.577  299.062  27.978  -68.336  -6.33  -6.33  0000
   32  -0.167  2151  960259  228.708  299.139  27.308  -69.397  -6.81  -6.81  0000
   33  -0.133  2397  960260  232.135  299.534  26.636  -70.754  -6.95  -6.95  0000
   34  -0.100  2317  960261  235.555  300.212  26.028  -72.300  -7.10  -7.10  0000
   35  -0.067  2721  960262  238.685  300.295  25.398  -73.540  -7.22  -7.22  0000
   36  -0.033  2721  960263  242.513  300.659  24.691  -75.255  -7.20  -7.20  0000
   37   0.000  2868  960264  246.078  301.393  24.126  -77.113  -7.30  -7.30  0000
   38   0.033  2524  960265  249.436  301.842  23.572  -78.835  -7.18  -7.18  0000
   39   0.067  2209  960266  255.080  301.794  22.537  -81.562  -6.70  -6.70  0000
   40   0.100  1782  960267  258.622  302.373  22.038  -83.659  -6.41  -6.41  0000
   41   0.133  1668  960268  261.830  302.352  21.501  -85.411  -6.11  -6.11  0000
