#
#   version : 20090611
#    num_fr : 16
#      time : 20091211 11:02:56.834 UTC
#      unix : 1260529376.834338
#       ntp : LOCK -824 889984 1056
#       seq : 99986838
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.367  1380 99986827  254.914  410.244  47.956 -104.734  -6.00  -6.00  0000
   30  -0.334  1378 99986828  254.019  410.734  48.162 -104.507  -5.79  -5.79  0000
   31  -0.300  1214 99986829  251.530  411.551  48.599 -103.828  -5.51  -5.51  0000
   32  -0.267  1663 99986830  250.272  412.076  48.851 -103.501  -6.53  -6.53  0000
   33  -0.234  1679 99986831  249.593  412.489  49.022 -103.340  -6.49  -6.49  0000
   34  -0.200  2288 99986832  248.539  413.191  49.303 -103.098  -7.08  -7.08  0000
   35  -0.167  2420 99986833  246.285  413.386  49.573 -102.447  -7.20  -7.20  0000
   36  -0.133  2063 99986834  245.108  413.934  49.830 -102.159  -7.07  -7.07  0000
   37  -0.100  2187 99986835  243.230  414.637  50.201 -101.687  -7.13  -7.13  0000
   38  -0.067  2376 99986836  242.008  415.221  50.476 -101.397  -7.42  -7.42  0000
   39  -0.033  2311 99986837  240.331  415.422  50.703 -100.936  -7.29  -7.29  0000
   40   0.000  2518 99986838  238.479  415.884  51.020 -100.458  -7.50  -7.50  0000
   41   0.033  2155 99986839  237.730  416.594  51.281 -100.328  -7.21  -7.21  0000
   42   0.067  1958 99986840  235.050  416.842  51.641  -99.602  -6.80  -6.80  0000
   43   0.100  2063 99986841  234.381  417.274  51.825  -99.466  -6.94  -6.94  0000
   44   0.133  1485 99986842  233.182  418.032  52.152  -99.222  -6.17  -6.17  0000
