#
#   version : 20090611
#    num_fr : 17
#      time : 20091211 07:10:33.745 UTC
#      unix : 1260515433.745247
#       ntp : LOCK 3093 569080 1446
#       seq : 99568965
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.434  1386 99568952  445.157  332.039  43.795 -179.318  -6.25  -6.25  0000
   30  -0.400  1485 99568953  446.978  332.729  44.320 -179.504  -6.48  -6.48  0000
   31  -0.367  1619 99568954  447.694  333.303  44.574 -179.493  -6.41  -6.41  0000
   32  -0.334  1955 99568955  450.131  334.074  45.255 -179.775  -6.84  -6.84  0000
   33  -0.300  1788 99568956  451.684  334.993  45.756 -179.837  -6.84  -6.84  0000
   34  -0.267  1827 99568957  452.898  335.304  46.085 -179.993  -6.78  -6.78  0000
   35  -0.234  1747 99568958  454.954  336.020  46.674  179.798  -6.68  -6.68  0000
   36  -0.200  1695 99568959  455.243  336.651  46.837  179.909  -6.66  -6.66  0000
   37  -0.167  1740 99568960  458.591  337.334  47.725  179.451  -6.63  -6.63  0000
   38  -0.133  1703 99568961  458.904  337.816  47.872  179.517  -6.63  -6.63  0000
   39  -0.100  1774 99568962  461.202  338.595  48.531  179.291  -6.68  -6.68  0000
   40  -0.067  1949 99568963  463.744  339.171  49.219  178.975  -6.88  -6.88  0000
   41  -0.033  1940 99568964  464.507  339.996  49.524  179.045  -6.91  -6.91  0000
   42   0.000  2000 99568965  466.636  340.406  50.092  178.769  -7.00  -7.00  0000
   43   0.033  1984 99568966  468.611  341.014  50.654  178.574  -6.79  -6.79  0000
   44   0.067  1591 99568967  468.789  341.988  50.843  178.783  -6.23  -6.23  0000
   45   0.100  1629 99568968  472.009  342.812  51.737  178.429  -6.49  -6.49  0000
