#
#   version : 20090611
#    num_fr : 10
#      time : 20101022 10:07:18.488 UTC
#      unix : 1287742038.488336
#       ntp : LOCK -6405 589170 8834
#       seq : 112111443
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.200  4236 112111437  144.226  165.307  48.893   -9.730  -6.79  -6.79  0000
   31  -0.167  4497 112111438  144.089  164.502  49.015   -9.515  -8.06  -8.06  0000
   32  -0.133  7530 112111439  142.918  161.568  49.640   -8.817  -8.78  -8.78  0000
   33  -0.100  7900 112111440  142.728  160.436  49.815   -8.521  -9.17  -9.17  0000
   34  -0.067  9774 112111441  141.795  157.983  50.335   -7.949  -9.28  -9.28  0000
   35  -0.033  9727 112111442  140.279  155.258  51.044   -7.384  -9.30  -9.30  0000
   36   0.000 10721 112111443  140.571  153.770  51.144   -6.946  -9.47  -9.47  0000
   37   0.033  8731 112111444  139.708  151.212  51.675   -6.366  -9.24  -9.24  0000
   38   0.067  8969 112111445  138.761  149.506  52.128   -6.031  -9.14  -9.14  0000
   39   0.100  5098 112111446  139.564  147.744  52.142   -5.468  -8.31  -8.31  0000
