#
#   version : 20090611
#    num_fr : 23
#      time : 20091206 09:55:18.785 UTC
#      unix : 1260093318.785998
#       ntp : LOCK -1482 569886 462
#       seq : 86918218
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.534  3675 86918202  206.472  233.552  27.908  -31.315  -7.57  -7.57  0000
   30  -0.501  4794 86918203  206.830  231.067  27.836  -29.987  -8.05  -8.05  0000
   31  -0.467  5821 86918204  206.056  227.781  28.101  -28.267  -8.45  -8.45  0000
   32  -0.434  6111 86918205  206.047  226.079  28.143  -27.371  -8.89  -8.89  0000
   33  -0.400  6262 86918206  205.278  223.348  28.427  -25.982  -8.82  -8.82  0000
   34  -0.367  8721 86918207  204.733  219.792  28.699  -24.182  -9.12  -9.12  0000
   35  -0.334  9596 86918208  204.589  218.509  28.790  -23.537  -9.32  -9.32  0000
   36  -0.300  9458 86918209  204.025  214.503  29.129  -21.559  -9.32  -9.32  0000
   37  -0.267 10916 86918210  203.446  211.408  29.452  -20.078  -9.68  -9.68  0000
   38  -0.234 10817 86918211  202.656  209.417  29.781  -19.188  -9.93  -9.93  0000
   39  -0.200 11524 86918212  203.126  204.418  29.996  -16.721  -9.99  -9.99  0000
   40  -0.167 11627 86918213  202.336  201.843  30.397  -15.609 -10.02 -10.02  0000
   41  -0.133 10422 86918214  202.531  198.806  30.593  -14.167  -9.92  -9.92  0000
   42  -0.100 10385 86918215  202.193  195.581  30.963  -12.743  -9.89  -9.89  0000
   43  -0.067 11000 86918216  201.956  192.361  31.325  -11.337  -9.58  -9.58  0000
   44  -0.033  9145 86918217  200.771  188.036  32.059   -9.655  -9.92  -9.92  0000
   45   0.000 13527 86918218  200.331  185.122  32.479   -8.497 -10.20 -10.20  0000
   46   0.033 13292 86918219  200.266  181.385  32.916   -6.958 -10.06 -10.06  0000
   47   0.067 10283 86918220  200.831  177.913  33.191   -5.438  -9.56  -9.56  0000
   48   0.100  7427 86918221  201.172  175.110  33.458   -4.252  -8.99  -8.99  0000
   49   0.133  6470 86918222  200.560  170.690  34.180   -2.671  -8.88  -8.88  0000
   50   0.167  5762 86918223  200.858  167.510  34.543   -1.410  -8.43  -8.43  0000
   51   0.200  4083 86918224  201.712  164.239  34.808   -0.015  -7.34  -7.34  0000
