#
#   version : 20090611
#    num_fr : 19
#      time : 20091206 07:20:21.915 UTC
#      unix : 1260084021.915828
#       ntp : LOCK -712 538150 643
#       seq : 86639592
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.434  3688 86639579  361.955  281.045  17.615 -172.630  -6.86  -6.86  0000
   30  -0.400  3143 86639580  362.772  280.996  17.772 -173.123  -7.37  -7.37  0000
   31  -0.367  3474 86639581  365.865  280.740  18.367 -174.957  -7.72  -7.72  0000
   32  -0.334  5320 86639582  366.521  280.092  18.401 -175.704  -7.96  -7.96  0000
   33  -0.300  3876 86639583  369.798  279.575  19.021 -177.648  -8.23  -8.23  0000
   34  -0.267  5047 86639584  371.341  279.069  19.282 -178.684  -8.32  -8.32  0000
   35  -0.234  5723 86639585  373.785  278.793  19.782 -179.943  -8.35  -8.35  0000
   36  -0.200  6032 86639586  375.484  277.448  19.974  178.504  -8.44  -8.44  0000
   37  -0.167  5804 86639587  378.175  277.817  20.638  177.654  -8.35  -8.35  0000
   38  -0.133  5863 86639588  381.382  276.953  21.266  175.929  -8.79  -8.79  0000
   39  -0.100  5477 86639589  382.053  276.078  21.312  175.162  -8.74  -8.74  0000
   40  -0.067  5232 86639590  385.137  275.275  21.945  173.637  -8.55  -8.55  0000
   41  -0.033  7612 86639591  386.975  274.598  22.306  172.652  -9.10  -9.10  0000
   42   0.000  7621 86639592  389.124  275.084  22.881  172.283  -9.11  -9.11  0000
   43   0.033  6514 86639593  391.551  273.827  23.332  170.857  -9.20  -9.20  0000
   44   0.067  7132 86639594  394.429  273.474  24.002  169.880  -9.09  -9.09  0000
   45   0.100  7532 86639595  396.424  272.030  24.351  168.564  -9.10  -9.10  0000
   46   0.133  6735 86639596  399.123  271.847  25.008  167.821  -8.78  -8.78  0000
   47   0.167  4279 86639597  401.553  271.659  25.602  167.170  -7.89  -7.89  0000
