#
#   version : 20090611
#    num_fr : 10
#      time : 20091027 08:24:10.570 UTC
#      unix : 1256631850.570718
#       ntp : LOCK 2053 290513 1166
#       seq : 9025045
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.234  2299 9025038  507.373  320.473  57.923  168.049  -6.69  -6.69  0000
   30  -0.200  3148 9025039  508.876  319.765  58.253  167.712  -7.39  -7.39  0000
   31  -0.167  5199 9025040  511.580  319.194  58.926  167.281  -8.24  -8.24  0000
   32  -0.133  6820 9025041  512.997  318.854  59.277  167.049  -8.79  -8.79  0000
   33  -0.100 10475 9025042  515.121  318.249  59.795  166.684  -9.51  -9.51  0000
   34  -0.067 11760 9025043  516.388  317.952  60.112  166.484  -9.87  -9.87  0000
   35  -0.033 11966 9025044  518.909  317.645  60.775  166.156  -9.82  -9.82  0000
   36   0.000 12095 9025045  520.794  316.699  61.202  165.750  -9.87  -9.87  0000
   37   0.033 11158 9025046  523.193  317.179  61.914  165.626  -9.83  -9.83  0000
   38   0.067  5714 9025047  526.010  316.321  62.616  165.162  -8.64  -8.64  0000
