#
#   version : 20090611
#    num_fr : 23
#      time : 20091027 06:01:12.327 UTC
#      unix : 1256623272.327636
#       ntp : LOCK 2067 206567 1786
#       seq : 8767955
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.567  1963 8767938  355.067  379.319  38.962 -141.094  -6.51  -6.51  0000
   30  -0.534  2502 8767939  356.156  378.216  38.773 -141.634  -6.99  -6.99  0000
   31  -0.501  3441 8767940  359.135  377.826  38.935 -142.812  -7.78  -7.78  0000
   32  -0.467  3871 8767941  362.378  376.995  39.029 -144.136  -8.10  -8.10  0000
   33  -0.434  4309 8767942  364.831  376.088  39.045 -145.171  -8.44  -8.44  0000
   34  -0.400  5219 8767943  367.610  375.425  39.168 -146.290  -8.64  -8.64  0000
   35  -0.367  5936 8767944  371.211  374.494  39.333 -147.741  -8.90  -8.90  0000
   36  -0.334  6582 8767945  374.601  373.441  39.468 -149.124  -9.07  -9.07  0000
   37  -0.300  7164 8767946  376.703  372.498  39.494 -150.024  -9.23  -9.23  0000
   38  -0.267  7555 8767947  379.698  371.707  39.678 -151.210  -9.33  -9.33  0000
   39  -0.234  8835 8767948  382.578  370.946  39.872 -152.341  -9.59  -9.59  0000
   40  -0.200 10215 8767949  385.654  369.583  39.968 -153.637  -9.85  -9.85  0000
   41  -0.167  9893 8767950  388.690  368.833  40.220 -154.798  -9.89  -9.89  0000
   42  -0.133 11040 8767951  392.524  367.029  40.367 -156.411  -9.91  -9.91  0000
   43  -0.100 11690 8767952  396.135  366.057  40.697 -157.772  -9.91  -9.91  0000
   44  -0.067 10574 8767953  398.786  364.551  40.780 -158.921  -9.95  -9.95  0000
   45  -0.033 12118 8767954  401.919  363.637  41.086 -160.089 -10.29 -10.29  0000
   46   0.000 15174 8767955  405.424  362.515  41.428 -161.398 -10.51 -10.51  0000
   47   0.033 12645 8767956  409.414  360.659  41.723 -162.991 -10.09 -10.09  0000
   48   0.067  9127 8767957  412.765  359.637  42.105 -164.190  -9.61  -9.61  0000
   49   0.100  9769 8767958  416.902  358.124  42.553 -165.700  -9.57  -9.57  0000
   50   0.133  7022 8767959  419.939  356.288  42.757 -166.960  -9.30  -9.30  0000
   51   0.167  1599 8767960  422.701  355.296  43.092 -167.934  -6.41  -6.41  0000
