#
#   version : 20090611
#    num_fr : 20
#      time : 20100809 08:33:07.982 UTC
#      unix : 1281342787.982968
#       ntp : LOCK -3168 1136432 1933
#       seq : 5783463
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.501  1335 5783448  442.691  364.902  48.915 -170.614  -6.02  -6.02  0000
   31  -0.467  1792 5783449  443.467  366.800  49.433 -170.374  -6.48  -6.48  0000
   32  -0.434  2042 5783450  445.398  369.920  50.421 -170.136  -7.19  -7.19  0000
   33  -0.400  2749 5783451  446.186  372.578  51.092 -169.753  -7.89  -7.89  0000
   34  -0.367  3860 5783452  447.402  374.983  51.803 -169.525  -8.37  -8.37  0000
   35  -0.334  4404 5783453  448.284  377.099  52.394 -169.290  -8.75  -8.75  0000
   36  -0.300  5771 5783454  449.241  379.557  53.068 -169.007  -9.03  -9.03  0000
   37  -0.267  6836 5783455  450.691  382.403  53.922 -168.763  -9.28  -9.28  0000
   38  -0.234  6698 5783456  451.821  385.198  54.704 -168.468  -9.19  -9.19  0000
   39  -0.200  6890 5783457  452.555  387.257  55.263 -168.236  -9.29  -9.29  0000
   40  -0.167  7950 5783458  453.657  389.982  56.031 -167.963  -9.51  -9.51  0000
   41  -0.133 10274 5783459  454.510  392.027  56.615 -167.769  -9.88  -9.88  0000
   42  -0.100  8616 5783460  455.177  394.206  57.192 -167.516  -9.68  -9.68  0000
   43  -0.067  8849 5783461  456.605  396.663  57.978 -167.376  -9.67  -9.67  0000
   44  -0.033  7848 5783462  457.474  399.095  58.652 -167.131  -9.46  -9.46  0000
   45   0.000 11211 5783463  457.751  401.615  59.229 -166.756 -10.20 -10.20  0000
   46   0.033  9800 5783464  459.447  403.552  59.967 -166.772  -9.85  -9.85  0000
   47   0.067  6697 5783465  459.980  405.383  60.456 -166.574  -9.32  -9.32  0000
   48   0.100  4589 5783466  460.958  408.091  61.218 -166.325  -8.54  -8.54  0000
   49   0.133  1072 5783467  461.510  409.779  61.684 -166.161  -5.76  -5.76  0000
