#
#   version : 20090611
#    num_fr : 13
#      time : 20100809 09:53:52.256 UTC
#      unix : 1281347632.256096
#       ntp : LOCK 250 765385 1868
#       seq : 5928646
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.234  1946 5928639  435.715  311.226  38.571  176.333  -6.30  -6.30  0000
   31  -0.200  2353 5928640  437.255  314.019  39.318  176.926  -6.75  -6.75  0000
   32  -0.167  2830 5928641  438.960  316.341  40.044  177.314  -7.30  -7.30  0000
   33  -0.133  3469 5928642  439.760  318.091  40.478  177.698  -7.81  -7.81  0000
   34  -0.100  3966 5928643  442.137  319.974  41.305  177.789  -8.27  -8.27  0000
   35  -0.067  4342 5928644  443.657  322.281  41.993  178.176  -8.37  -8.37  0000
   36  -0.033  4262 5928645  445.631  324.689  42.805  178.488  -8.42  -8.42  0000
   37   0.000  5501 5928646  446.617  326.847  43.352  178.914  -8.89  -8.89  0000
   38   0.033  4956 5928647  448.342  328.868  44.054  179.143  -8.82  -8.82  0000
   39   0.067  4816 5928648  450.829  332.067  45.113  179.539  -8.51  -8.51  0000
   40   0.100  4317 5928649  452.453  334.561  45.869  179.896  -8.43  -8.43  0000
   41   0.133  4868 5928650  454.524  336.745  46.684 -179.928  -8.61  -8.61  0000
   42   0.167  4766 5928651  456.008  339.079  47.389 -179.606  -8.66  -8.66  0000
