#
#   version : 20090611
#    num_fr : 20
#      time : 20100809 07:53:13.656 UTC
#      unix : 1281340393.656215
#       ntp : LOCK -27 1444327 1570
#       seq : 5711705
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.601  1596 5711687  468.064  115.798  53.402  109.165  -6.18  -6.18  0000
   31  -0.567  2050 5711688  469.177  115.940  53.636  109.384  -7.00  -7.00  0000
   32  -0.534  2374 5711689  471.238  116.527  54.019  109.858  -7.21  -7.21  0000
   33  -0.500  2675 5711690  473.584  117.163  54.465  110.382  -7.41  -7.41  0000
   34  -0.467  2833 5711691  475.502  118.232  54.745  110.929  -7.66  -7.66  0000
   35  -0.434  2119 5711692  476.916  118.409  55.053  111.189  -6.76  -6.76  0000
   36  -0.400  2888 5711693  478.760  118.828  55.428  111.568  -7.72  -7.72  0000
   37  -0.367  3608 5711694  479.762  119.859  55.505  111.953  -8.07  -8.07  0000
   38  -0.334  3837 5711695  482.059  120.323  55.988  112.401  -8.27  -8.27  0000
   39  -0.300  5114 5711696  484.998  120.991  56.603  112.979  -8.65  -8.65  0000
   40  -0.267  4835 5711697  486.268  121.661  56.812  113.311  -8.61  -8.61  0000
   41  -0.234  5131 5711698  488.410  122.269  57.249  113.747  -8.63  -8.63  0000
   42  -0.200  5744 5711699  490.647  122.998  57.696  114.218  -8.80  -8.80  0000
   43  -0.167  6372 5711700  492.736  123.903  58.084  114.701  -9.06  -9.06  0000
   44  -0.133  8582 5711701  494.535  124.431  58.460  115.055  -9.49  -9.49  0000
   45  -0.100  8117 5711702  496.568  125.463  58.825  115.548  -9.44  -9.44  0000
   46  -0.067  6515 5711703  498.801  126.081  59.306  115.967  -8.96  -8.96  0000
   47  -0.033  7153 5711704  500.105  127.302  59.467  116.400  -9.41  -9.41  0000
   48   0.000 10346 5711705  502.994  127.017  60.254  116.686  -9.75  -9.75  0000
   49   0.033  1483 5711706  503.884  129.428  60.147  117.327  -6.15  -6.15  0000
