#
#   version : 20090611
#    num_fr : 41
#      time : 20091118 07:46:55.659 UTC
#      unix : 1258530415.659816
#       ntp : LOCK 2680 442243 1089
#       seq : 40078016
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.868  1302 40077990  242.175  168.804  25.364   10.576  -5.83  -5.83  0000
   30  -0.834  1500 40077991  244.145  170.603  24.653   10.608  -6.19  -6.19  0000
   31  -0.801  1884 40077992  245.822  172.156  24.045   10.627  -6.70  -6.70  0000
   32  -0.767  2082 40077993  248.519  173.360  23.303   11.262  -7.14  -7.14  0000
   33  -0.734  2846 40077994  249.488  174.376  22.931   11.229  -7.61  -7.61  0000
   34  -0.701  2604 40077995  252.020  176.036  22.140   11.620  -7.46  -7.46  0000
   35  -0.667  4116 40077996  254.534  177.793  21.338   11.984  -8.52  -8.52  0000
   36  -0.634  5666 40077997  256.629  179.482  20.629   12.196  -9.01  -9.01  0000
   37  -0.601  5197 40077998  259.242  181.079  19.841   12.751  -8.86  -8.86  0000
   38  -0.567  6482 40077999  261.587  183.118  19.023   12.961  -9.21  -9.21  0000
   39  -0.534  7583 40078000  264.225  184.622  18.253   13.667  -9.30  -9.30  0000
   40  -0.501  8255 40078001  266.806  186.555  17.415   14.153  -9.60  -9.60  0000
   41  -0.467  9290 40078002  269.379  188.404  16.597   14.734  -9.61  -9.61  0000
   42  -0.434  9116 40078003  271.699  190.344  15.809   15.140  -9.66  -9.66  0000
   43  -0.400 10550 40078004  274.830  193.469  14.649   15.422  -9.80  -9.80  0000
   44  -0.367 10323 40078005  276.862  194.385  14.116   16.402  -9.92  -9.92  0000
   45  -0.334 12401 40078006  280.308  196.975  13.014   17.509 -10.00 -10.00  0000
   46  -0.300 11976 40078007  283.407  198.812  12.130   19.052 -10.09 -10.09  0000
   47  -0.267 11440 40078008  286.450  200.961  11.201   20.534 -10.06 -10.06  0000
   48  -0.234 11388 40078009  289.800  204.010  10.045   21.913 -10.12 -10.12  0000
   49  -0.200 12358 40078010  293.512  206.270   9.017   24.866 -10.13 -10.13  0000
   50  -0.167 12070 40078011  296.810  209.457   7.865   27.048 -10.24 -10.24  0000
   51  -0.133 10629 40078012  299.715  210.911   7.176   30.854 -10.12 -10.12  0000
   52  -0.100 12089 40078013  304.653  213.704   6.022   38.986 -10.24 -10.24  0000
   53  -0.067 10729 40078014  306.981  216.786   5.092   42.812 -10.30 -10.30  0000
   54  -0.033 13439 40078015  311.543  220.119   4.087   56.356 -10.37 -10.37  0000
   55   0.000 13749 40078016  316.058  222.860   3.578   75.648 -10.43 -10.43  0000
   56   0.033 12442 40078017  318.874  226.344   3.135   94.052 -10.52 -10.52  0000
   57   0.067 13557 40078018  322.678  224.291   4.191  100.570 -10.50 -10.50  0000
   58   0.100 10880 40078019  337.011  207.352   9.979   98.846  -8.32  -8.32  0002
   59   0.133  9019 40078020  328.669  224.764   5.344  113.751  -8.40  -8.40  0000
   60   0.167  9527 40078021  329.362  234.046   4.694  140.273  -9.71  -9.71  0000
   61   0.200  6888 40078022  329.165  233.954   4.645  139.915  -8.98  -8.98  0000
   62   0.234  5393 40078023  329.074  233.845   4.625  139.537  -8.37  -8.37  0000
   63   0.267  4516 40078024  328.898  233.917   4.576  139.696  -7.92  -7.92  0000
   64   0.300  4041 40078025  328.882  234.078   4.567  140.204  -7.64  -7.64  0000
   65   0.334  3616 40078026  328.710  233.844   4.529  139.387  -7.46  -7.46  0000
   66   0.367  3013 40078027  328.743  233.851   4.538  139.423  -7.13  -7.13  0000
   67   0.400  2926 40078028  328.772  233.802   4.547  139.278  -6.88  -6.88  0000
   68   0.434  2415 40078029  329.032  233.967   4.610  139.906  -6.35  -6.35  0000
   69   0.467  2258 40078030  329.246  234.161   4.660  140.593  -6.36  -6.36  0000
