#
#   version : 20090611
#    num_fr : 23
#      time : 20091213 05:50:31.991 UTC
#      unix : 1260683431.991719
#       ntp : LOCK 4502 1083624 1402
#       seq : 104603863
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.634  1805 104603844  458.950  294.991  42.510  166.958  -6.25  -6.25  0000
   30  -0.601  2137 104603845  461.684  295.137  43.238  166.633  -6.74  -6.74  0000
   31  -0.567  2457 104603846  462.983  294.947  43.560  166.398  -6.87  -6.87  0000
   32  -0.534  2902 104603847  466.093  294.909  44.373  165.982  -7.60  -7.60  0000
   33  -0.501  3443 104603848  468.570  294.552  44.994  165.558  -7.86  -7.86  0000
   34  -0.467  4292 104603849  469.412  294.128  45.179  165.323  -8.29  -8.29  0000
   35  -0.434  5197 104603850  472.169  293.954  45.895  164.937  -8.64  -8.64  0000
   36  -0.400  5970 104603851  474.569  293.623  46.505  164.556  -8.84  -8.84  0000
   37  -0.367  6470 104603852  476.816  293.366  47.084  164.223  -9.06  -9.06  0000
   38  -0.334  6769 104603853  478.930  293.280  47.644  163.962  -9.00  -9.00  0000
   39  -0.300  7093 104603854  481.159  292.711  48.197  163.553  -9.15  -9.15  0000
   40  -0.267  7609 104603855  483.355  292.633  48.784  163.298  -9.26  -9.26  0000
   41  -0.234  7256 104603856  485.458  292.094  49.310  162.926  -9.27  -9.27  0000
   42  -0.200  6705 104603857  487.778  291.779  49.916  162.603  -9.06  -9.06  0000
   43  -0.167  7104 104603858  490.089  291.631  50.535  162.335  -9.04  -9.04  0000
   44  -0.133  7107 104603859  491.857  291.464  51.006  162.119  -9.33  -9.33  0000
   45  -0.100  5890 104603860  494.428  291.383  51.705  161.856  -8.94  -8.94  0000
   46  -0.067  7285 104603861  496.998  290.946  52.380  161.501  -9.10  -9.10  0000
   47  -0.033  9980 104603862  498.070  291.123  52.689  161.454  -9.98  -9.98  0000
   48   0.000 12878 104603863  500.659  289.665  53.299  160.831 -10.22 -10.22  0000
   49   0.033 10890 104603864  502.674  289.209  53.827  160.538  -9.97  -9.97  0000
   50   0.067  5833 104603865  504.877  289.513  54.463  160.438  -8.77  -8.77  0000
   51   0.100  3235 104603866  506.453  289.524  54.904  160.312  -7.62  -7.62  0000
