#
#   version : 20090611
#    num_fr : 15
#      time : 20091213 12:02:49.157 UTC
#      unix : 1260705769.157624
#       ntp : LOCK 254 466728 1153
#       seq : 105273305
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.200  1844 105273299  310.401  262.341   6.728 -120.450  -6.37  -6.37  0000
   31  -0.167  2050 105273300  309.504  261.470   6.521 -118.280  -6.90  -6.90  0000
   32  -0.133  2425 105273301  307.497  260.346   6.305 -113.266  -7.01  -7.01  0000
   33  -0.100  2476 105273302  305.427  259.695   6.260 -108.091  -7.31  -7.31  0000
   34  -0.067  2787 105273303  303.430  259.236   6.306 -103.206  -7.42  -7.42  0000
   35  -0.033  3133 105273304  301.895  258.257   6.227  -98.929  -7.59  -7.59  0000
   36   0.000  3319 105273305  299.830  257.401   6.278  -93.590  -7.65  -7.65  0000
   37   0.033  3254 105273306  298.187  256.971   6.410  -89.748  -7.56  -7.56  0000
   38   0.067  2995 105273307  296.250  255.985   6.505  -84.779  -7.53  -7.53  0000
   39   0.100  3055 105273308  294.273  254.857   6.628  -79.705  -7.51  -7.51  0000
   40   0.133  2700 105273309  291.731  254.019   6.962  -74.491  -7.39  -7.39  0000
   41   0.167  2834 105273310  289.971  253.233   7.191  -70.848  -7.30  -7.30  0000
   42   0.200  3000 105273311  287.940  252.452   7.508  -67.142  -7.50  -7.50  0000
   43   0.234  2307 105273312  285.496  251.861   7.971  -63.647  -7.16  -7.16  0000
   44   0.267  1881 105273313  283.517  250.366   8.248  -59.511  -6.58  -6.58  0000
