"ra" "dec" "antirad"
"1" 22.8285337685553 -57.1421067600053 -1
"2" 89.2503034118681 -49.0638177701001 -1
"3" 148.974926829379 23.89593542757 0
"4" 86.8795443869351 -50.2187529836874 -1
"5" 152.476455654983 28.3496027811796 1
"6" 295.855519978576 26.5510825516712 0
"7" 130.071104948437 -5.54979562425653 0
"8" 139.499012412429 9.90595700221781 0
"9" 107.931076393439 -35.4629811347084 -1
"10" 148.744137557968 23.58757981816 0
"11" 130.51773148014 -4.81816490908081 0
"12" 145.627748447978 19.2517132538642 1
"13" 169.00235484435 43.8919879177683 0
"14" 133.697027015952 0.427302908358503 0
"15" 120.307597261998 -20.5954424309706 1
"16" 192.759193887677 54.8952832892816 0
"17" 164.37322979429 40.3751097214851 1
"18" 98.6377252082631 -43.351653835728 -1
"19" 135.821538040393 3.93419308142837 1
"20" 241.64126219504 57.5275353928536 1
"21" 153.280875386152 29.3125204945749 1
"22" 135.618171214304 3.59951693503892 1
"23" 309.197969705648 6.97365674639185 -1
"24" 148.048359372469 22.6471058869231 1
"25" 90.650798111715 -48.3316898183885 -1
"26" 128.595082825346 -7.95097879936594 0
"27" 190.665501098923 54.2839158917576 1
"28" 168.230565515963 43.3451162466023 1
"29" 140.397195081891 11.3318657099167 0
"30" 68.4858655718757 -56.2847480617431 -1
"31" 149.469678299322 24.5508734526027 1
"32" 343.204150753262 -39.3925863828267 -1
"33" 121.907205558504 -18.2975408083728 0
"34" 300.457897702458 20.3829268945422 -1
"35" 296.500350892627 25.7302323414576 0
"36" 273.37275745054 46.7951195842947 0
"37" 220.668650604408 58.8153413662354 0
"38" 130.658723985906 -4.58679982617999 0
"39" 146.137414268216 19.9821519914334 0
"40" 153.67840237049 29.7800391060747 1
"41" 133.449274701471 0.0174984189678186 0
"42" 102.054533188774 -40.7424631969423 -1
"43" 95.0617929771355 -45.7613273504217 -1
"44" 316.407067796653 -4.89591739294094 -1
"45" 131.524797227785 -3.16202941992112 0
"46" 250.659145064699 55.79063203926 0
"47" 228.383523906138 58.7503373051415 0
"48" 257.919975030513 53.7437435059625 0
"49" 167.837327946852 43.0606089808309 0
"50" 319.067409153841 -9.21534435086179 -1
"51" 283.747146494308 39.329126061328 0
"52" 168.72748746378 43.6989572835578 0
"53" 279.033020722041 43.0657401670447 0
"54" 165.770048129445 41.4976366831444 0
"55" 136.102616651377 4.3962286236956 0
