"ra" "dec" "antirad"
"1" 211.676109959429 34.4871587457802 0
"2" 230.932967960192 12.5301233694471 0
"3" 245.259534215783 -8.11892874197135 0
"4" 255.066437612626 -21.2409836799884 0
"5" 189.135787391216 48.4908669232358 1
"6" 287.194691003144 -47.1932746364997 0
"7" 191.091109777833 47.662118986998 1
"8" 235.445815127492 6.14842861082524 0
"9" 192.071304561045 47.2237349507033 0
"10" 260.850652658385 -27.8760579227672 0
"11" 197.425390282104 44.5373539497631 0
"12" 221.184265589616 24.8917309366248 0
"13" 142.572909145851 55.453933891105 1
"14" 232.186072538615 10.7886203335598 1
"15" 223.244914003331 22.4794077772916 0
"16" 163.066668647406 54.9189979100439 1
"17" 230.243723776605 13.4758747801849 0
"18" 146.870292925314 55.6274740109353 -1
"19" 240.652627172935 -1.44315771451433 1
"20" 184.929455663008 50.0798764260061 1
"21" 213.29859574028 33.0270896012659 1
"22" 152.775044763402 55.6199628873452 1
"23" 347.438250934238 -54.3431306935405 -1
"24" 182.143191262142 50.9977583042777 1
"25" 150.423148629793 55.656945094695 1
"26" 260.826771737049 -27.8505824415736 0
"27" 254.27080550109 -20.2573321359535 0
"28" 138.140450685152 55.1136119296026 1
"29" 229.611385637209 14.3353865538912 0
"30" 150.751193923449 55.6544892282446 1
"31" 207.295841915695 38.0843666691354 1
"32" 143.442706793478 55.5013471864099 1
"33" 237.613928446139 14.3783379872868 0
"34" 268.685993089414 -17.6923239703958 0
"35" 273.329893243677 -21.8517810117247 -1
"36" 188.458826505779 43.7426272009458 1
"37" 311.417064989111 -42.9403770313036 -1
"38" 194.873646232799 41.8753144657898 1
"39" 275.496370236518 -23.6735574532139 -1
"40" 198.44166184583 40.6251855055498 0
"41" 292.083295913476 -35.0006804036261 -1
"42" 191.190989433886 43.0047552950349 0
"43" 225.541531491796 25.1232153503244 0
"44" 145.379033963091 45.9217789457659 1
"45" 236.653648553455 15.3126100518258 1
"46" 232.351771209283 19.3397994422144 0
"47" 159.487122000084 47.0411570091465 1
"48" 225.725810166115 24.9768806170347 0
"49" 251.924597330166 -0.54612746764283 1
"50" 245.196674306009 6.64015258697657 1
"51" 181.493322141391 45.2631142184551 1
"52" 213.581073126734 33.3890835554195 1
"53" 156.34107822592 46.9450942969788 1
"54" 0.553512965442837 -45.4304969942823 -1
"55" 178.642445483912 45.7442862165874 1
"56" 148.399512362812 46.3129101859188 1
"57" 280.904913080407 -27.8759005075221 -1
"58" 264.900836026788 -14.0664398758984 0
"59" 140.719389364166 45.147919947776 1
"60" 250.31930976802 1.17852951792196 0
"61" 160.884582745967 47.0561274856902 1
"62" 207.180620543006 36.8552293441774 1
"63" 142.684119791336 45.4999536814194 1
