#
#   version : 20090611
#    num_fr : 46
#      time : 20100321 06:23:43.699 UTC
#      unix : 1269152623.699838
#       ntp : LOCK -3710 944180 1046
#       seq : 3520118
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -1.001  2259 3520088   62.144  222.644  68.820  -28.582  -6.39  -6.39  0000
   31  -0.968  2544 3520089   62.227  221.912  68.808  -28.417  -6.64  -6.64  0000
   32  -0.934  2500 3520090   62.235  221.112  68.821  -28.237  -6.81  -6.81  0000
   33  -0.901  2868 3520091   61.765  220.747  68.970  -28.157  -7.06  -7.06  0000
   34  -0.868  3030 3520092   60.686  219.779  69.315  -27.945  -7.17  -7.17  0000
   35  -0.834  3014 3520093   60.880  219.497  69.262  -27.881  -7.33  -7.33  0000
   36  -0.801  3210 3520094   60.830  218.925  69.290  -27.753  -7.47  -7.47  0000
   37  -0.767  3678 3520095   60.484  218.532  69.403  -27.668  -7.58  -7.58  0000
   38  -0.734  3624 3520096   59.475  217.140  69.740  -27.365  -7.67  -7.67  0000
   39  -0.701  4123 3520097   59.098  216.978  69.858  -27.332  -7.85  -7.85  0000
   40  -0.667  4013 3520098   58.676  216.010  70.009  -27.120  -7.97  -7.97  0000
   41  -0.634  4534 3520099   58.434  215.716  70.090  -27.057  -8.08  -8.08  0000
   42  -0.601  4533 3520100   58.553  215.012  70.072  -26.900  -8.17  -8.17  0000
   43  -0.567  5158 3520101   57.638  214.125  70.373  -26.713  -8.39  -8.39  0000
   44  -0.534  5342 3520102   57.403  213.415  70.463  -26.559  -8.45  -8.45  0000
   45  -0.500  5488 3520103   57.320  212.881  70.503  -26.442  -8.51  -8.51  0000
   46  -0.467  6396 3520104   56.845  212.365  70.662  -26.334  -8.86  -8.86  0000
   47  -0.434  8020 3520105   55.929  211.357  70.970  -26.124  -9.15  -9.15  0000
   48  -0.400  9942 3520106   55.794  210.552  71.036  -25.950  -9.55  -9.55  0000
   49  -0.367  9596 3520107   55.505  209.756  71.149  -25.780  -9.45  -9.45  0000
   50  -0.334  8712 3520108   55.171  209.238  71.266  -25.671  -9.29  -9.29  0000
   51  -0.300  8421 3520109   54.897  208.745  71.366  -25.567  -9.30  -9.30  0000
   52  -0.267  7719 3520110   54.191  208.056  71.604  -25.428  -9.17  -9.17  0000
   53  -0.234  7673 3520111   53.800  207.531  71.740  -25.320  -9.02  -9.02  0000
   54  -0.200  7914 3520112   53.529  206.947  71.843  -25.197  -9.13  -9.13  0000
   55  -0.167  8572 3520113   52.886  205.611  72.086  -24.919  -9.33  -9.33  0000
   56  -0.133  9475 3520114   52.670  205.088  72.171  -24.810  -9.43  -9.43  0000
   57  -0.100  9762 3520115   52.040  204.323  72.391  -24.656  -9.47  -9.47  0000
   58  -0.067 10606 3520116   51.584  203.620  72.557  -24.513  -9.62  -9.62  0000
   59  -0.033 10354 3520117   48.826  202.419  73.446  -24.305 -10.21 -10.21  0000
   60   0.000 12976 3520118   50.183  202.416  73.032  -24.281 -10.07 -10.07  0000
   61   0.033 11240 3520119   51.022  201.106  72.829  -23.987  -9.77  -9.77  0000
   62   0.067  9971 3520120   50.629  200.905  72.957  -23.951  -9.52  -9.52  0000
   63   0.100  9699 3520121   49.853  199.692  73.245  -23.709  -9.51  -9.51  0000
   64   0.133  8539 3520122   49.414  199.488  73.388  -23.674  -9.38  -9.38  0000
   65   0.167  9195 3520123   49.094  198.450  73.530  -23.461  -9.44  -9.44  0000
   66   0.200  8435 3520124   48.876  197.834  73.624  -23.336  -9.24  -9.24  0000
   67   0.234  7216 3520125   48.579  197.314  73.738  -23.233  -8.99  -8.99  0000
   68   0.267  7640 3520126   48.256  196.856  73.858  -23.143  -9.10  -9.10  0000
   69   0.300  8188 3520127   47.788  195.496  74.064  -22.868  -9.23  -9.23  0000
   70   0.334  7283 3520128   47.670  194.924  74.127  -22.751  -8.95  -8.95  0000
   71   0.367  6356 3520129   47.337  194.478  74.250  -22.666  -8.74  -8.74  0000
   72   0.400  5259 3520130   47.605  193.642  74.209  -22.485  -8.39  -8.39  0000
   73   0.434  4362 3520131   46.644  193.034  74.533  -22.381  -7.82  -7.82  0000
   74   0.467  3375 3520132   45.895  192.177  74.806  -22.220  -7.13  -7.13  0000
   75   0.500  2704 3520133   45.297  191.475  75.025  -22.090  -6.67  -6.67  0000
