#
#   version : 20090611
#    num_fr : 22
#      time : 20100211 11:47:35.531 UTC
#      unix : 1265888855.531314
#       ntp : LOCK -2646 945662 1524
#       seq : 2238447
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.534  1638 2238431  165.432  294.541  41.957  -53.757  -6.04  -6.04  0000
   30  -0.501  2489 2238432  164.900  294.306  42.072  -53.606  -7.11  -7.11  0000
   31  -0.467  2838 2238433  164.881  293.773  42.026  -53.426  -7.51  -7.51  0000
   32  -0.434  4093 2238434  164.790  293.302  42.005  -53.256  -8.30  -8.30  0000
   33  -0.400  6121 2238435  164.372  292.656  42.052  -52.984  -8.98  -8.98  0000
   34  -0.367  6577 2238436  164.385  292.255  42.012  -52.852  -9.07  -9.07  0000
   35  -0.334  6763 2238437  164.325  291.614  41.968  -52.629  -9.02  -9.02  0000
   36  -0.300  7211 2238438  164.342  291.151  41.921  -52.476  -9.13  -9.13  0000
   37  -0.267  8414 2238439  164.254  290.646  41.898  -52.295  -9.41  -9.41  0000
   38  -0.234  8688 2238440  164.001  289.572  41.869  -51.900  -9.54  -9.54  0000
   39  -0.200  9752 2238441  164.181  289.102  41.780  -51.765  -9.64  -9.64  0000
   40  -0.167  9484 2238442  163.867  288.164  41.781  -51.407  -9.72  -9.72  0000
   41  -0.133 10232 2238443  163.827  287.725  41.753  -51.253  -9.81  -9.81  0000
   42  -0.100 10012 2238444  163.703  287.291  41.749  -51.090  -9.76  -9.76  0000
   43  -0.067 10203 2238445  163.695  286.470  41.682  -50.809  -9.73  -9.73  0000
   44  -0.033 10128 2238446  163.477  285.776  41.681  -50.546  -9.76  -9.76  0000
   45   0.000 12685 2238447  162.729  284.811  41.800  -50.127 -10.19 -10.19  0000
   46   0.033 11766 2238448  162.819  284.188  41.726  -49.924 -10.14 -10.14  0000
   47   0.067 11312 2238449  162.923  282.669  41.579  -49.414 -10.03 -10.03  0000
   48   0.100  9810 2238450  162.951  282.024  41.522  -49.195  -9.76  -9.76  0000
   49   0.133  8244 2238451  163.340  281.406  41.372  -49.025  -9.36  -9.36  0000
   50   0.167  1644 2238452  163.852  281.028  41.208  -48.951  -6.34  -6.34  0000
