#
#   version : 20090611
#    num_fr : 27
#      time : 20091214 11:30:43.768 UTC
#      unix : 1260790243.768053
#       ntp : LOCK 155 195984 2673
#       seq : 107805001
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.467  3202 107804987  378.896  126.540  33.844   88.786  -6.74  -6.74  0000
   30  -0.434  3510 107804988  377.620  123.554  34.342   87.621  -7.03  -7.03  0000
   31  -0.400  4521 107804989  377.271  122.685  34.493   87.297  -7.51  -7.51  0000
   32  -0.367  5566 107804990  376.171  119.981  34.968   86.301  -8.19  -8.19  0000
   33  -0.334  8337 107804991  376.077  118.815  35.228   86.022  -8.97  -8.97  0000
   34  -0.300 10076 107804992  374.766  117.029  35.473   85.167  -9.43  -9.43  0000
   35  -0.267  9917 107804993  374.590  115.423  35.830   84.784  -9.50  -9.50  0000
   36  -0.234 10963 107804994  373.127  113.211  36.170   83.815  -9.63  -9.63  0000
   37  -0.200 12030 107804995  372.134  111.104  36.553   83.057  -9.83  -9.83  0000
   38  -0.167 11626 107804996  371.260  110.077  36.694   82.549  -9.95  -9.95  0000
   39  -0.133 12498 107804997  370.386  107.128  37.309   81.716 -10.08 -10.08  0000
   40  -0.100 12713 107804998  369.732  104.261  37.938   81.004 -10.16 -10.16  0000
   41  -0.067 13207 107804999  368.320  104.281  37.772   80.491 -10.16 -10.16  0000
   42  -0.033 12047 107805000  367.559  101.154  38.465   79.729 -10.20 -10.20  0000
   43   0.000 15428 107805001  366.844   97.937  39.193   78.997 -10.36 -10.36  0000
   44   0.033 15220 107805002  365.171   98.261  38.936   78.440 -10.49 -10.49  0000
   45   0.067 13772 107805003  364.457   95.046  39.676   77.741 -10.36 -10.36  0000
   46   0.100 13110 107805004  364.132   93.446  40.050   77.413 -10.18 -10.18  0000
   47   0.133 12969 107805005  363.162   90.015  40.832   76.635 -10.04 -10.04  0000
   48   0.167 12462 107805006  362.080   89.317  40.909   76.171  -9.91  -9.91  0000
   49   0.200 10273 107805007  361.552   86.358  41.623   75.638  -9.47  -9.47  0000
   50   0.234  8624 107805008  360.804   85.216  41.851   75.250  -9.11  -9.11  0000
   51   0.267  6979 107805009  359.635   82.784  42.380   74.582  -8.78  -8.78  0000
   52   0.300  5946 107805010  358.446   80.174  42.961   73.906  -8.58  -8.58  0000
   53   0.334  5290 107805011  357.861   79.179  43.173   73.608  -8.10  -8.10  0000
   54   0.367  6116 107805012  356.379   75.923  43.912   72.799  -8.43  -8.43  0000
   55   0.400  3886 107805013  355.266   74.066  44.317   72.260  -7.50  -7.50  0000
