#
#   version : 20090611
#    num_fr : 11
#      time : 20091106 00:54:16.504 UTC
#      unix : 1257468856.504746
#       ntp : LOCK 19655 223808 8725
#       seq : 8263076
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : 
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.033  9233 8263075  449.234  425.251  62.796 -161.329  -9.38  -9.38  0000
   30   0.000 10476 8263076  448.809  426.255  62.950 -161.099  -9.62  -9.62  0000
   31   0.033  6331 8263077  448.877  426.328  62.978 -161.103  -8.87  -8.87  0000
   32   0.067  5454 8263078  449.538  427.221  63.300 -161.114  -8.61  -8.61  0000
   33   0.100  5187 8263079  450.518  428.375  63.738 -161.154  -8.49  -8.49  0000
   34   0.133  4614 8263080  450.738  428.848  63.886 -161.133  -8.32  -8.32  0000
   35   0.167  4439 8263081  450.434  429.790  64.049 -160.941  -8.14  -8.14  0000
   36   0.200  3904 8263082  450.681  430.099  64.164 -160.949  -7.74  -7.74  0000
   37   0.234  3623 8263083  450.748  430.080  64.171 -160.965  -7.54  -7.54  0000
   38   0.267  3037 8263084  451.742  431.121  64.587 -161.024  -7.01  -7.01  0000
   39   0.300  2482 8263085  452.351  431.280  64.732 -161.126  -6.66  -6.66  0000
