#
#   version : 20090611
#    num_fr : 39
#      time : 20100812 04:48:22.454 UTC
#      unix : 1281588502.454278
#       ntp : LOCK -360 321268 733
#       seq : 6036912
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -0.834  1673 6036887  524.503  398.371  73.578 -178.513  -6.54  -6.54  0000
   30  -0.801  2207 6036888  524.809  399.424  73.840 -178.381  -7.16  -7.16  0000
   31  -0.767  2649 6036889  524.234  400.833  73.948 -178.071  -7.51  -7.51  0000
   32  -0.734  2998 6036890  524.645  402.056  74.270 -177.928  -7.64  -7.64  0000
   33  -0.701  3466 6036891  524.792  403.782  74.618 -177.669  -8.03  -8.03  0000
   34  -0.667  3304 6036892  524.403  405.003  74.743 -177.419  -7.99  -7.99  0000
   35  -0.634  3995 6036893  524.311  406.342  74.966 -177.192  -8.42  -8.42  0000
   36  -0.601  5139 6036894  523.951  407.597  75.108 -176.942  -8.77  -8.77  0000
   37  -0.567  4773 6036895  523.767  409.022  75.327 -176.691  -8.69  -8.69  0000
   38  -0.534  5089 6036896  523.739  410.514  75.598 -176.453  -8.68  -8.68  0000
   39  -0.501  5805 6036897  523.543  412.015  75.832 -176.191  -8.92  -8.92  0000
   40  -0.467  5909 6036898  523.540  413.434  76.100 -175.971  -9.01  -9.01  0000
   41  -0.434  7319 6036899  523.075  414.554  76.199 -175.732  -9.43  -9.43  0000
   42  -0.400  7570 6036900  522.904  415.834  76.403 -175.512  -9.56  -9.56  0000
   43  -0.367  8384 6036901  522.841  417.304  76.670 -175.279  -9.59  -9.59  0000
   44  -0.334  8661 6036902  522.531  418.014  76.732 -175.128  -9.86  -9.86  0000
   45  -0.300  8311 6036903  522.472  419.793  77.064 -174.851  -9.71  -9.71  0000
   46  -0.267  9711 6036904  522.487  421.913  77.483 -174.538  -9.76  -9.76  0000
   47  -0.234  9690 6036905  522.159  421.999  77.421 -174.478  -9.92  -9.92  0000
   48  -0.200 10839 6036906  521.975  424.548  77.881 -174.075 -10.06 -10.06  0000
   49  -0.167 11197 6036907  521.074  425.308  77.818 -173.834 -10.32 -10.32  0000
   50  -0.133 13261 6036908  520.754  426.380  77.957 -173.631 -10.49 -10.49  0000
   51  -0.100 13108 6036909  520.461  426.957  78.003 -173.505 -10.47 -10.47  0000
   52  -0.067 12864 6036910  520.465  428.128  78.240 -173.336 -10.48 -10.48  0000
   53  -0.033 11941 6036911  519.756  429.178  78.286 -173.082 -10.39 -10.39  0000
   54   0.000 15476 6036912  520.411  431.868  78.990 -172.794 -10.52 -10.52  0000
   55   0.033 15091 6036913  520.177  432.660  79.097 -172.648 -10.52 -10.52  0000
   56   0.067 15260 6036914  519.076  432.819  78.872 -172.464 -10.60 -10.60  0000
   57   0.100 14019 6036915  518.755  435.690  79.393 -172.015 -10.55 -10.55  0000
   58   0.133 12501 6036916  518.918  436.167  79.530 -171.973 -10.39 -10.39  0000
   59   0.167 12812 6036917  518.597  436.776  79.583 -171.841 -10.34 -10.34  0000
   60   0.200 11846 6036918  518.201  438.635  79.882 -171.527 -10.31 -10.31  0000
   61   0.234 11093 6036919  517.989  439.447  80.005 -171.384 -10.13 -10.13  0000
   62   0.267 12439 6036920  518.545  441.588  80.588 -171.176 -10.16 -10.16  0000
   63   0.300  9667 6036921  517.964  442.393  80.626 -170.982  -9.82  -9.82  0000
   64   0.334  8503 6036922  517.778  443.539  80.829 -170.801  -9.59  -9.59  0000
   65   0.367  5991 6036923  517.350  444.632  80.967 -170.591  -8.90  -8.90  0000
   66   0.400  4808 6036924  517.128  445.638  81.133 -170.425  -8.52  -8.52  0000
   67   0.434  2847 6036925  516.377  446.522  81.154 -170.196  -7.49  -7.49  0000
