#
#   version : 20090611
#    num_fr : 51
#      time : 20100919 04:44:50.279 UTC
#      unix : 1284871490.279759
#       ntp : LOCK 5833 651166 7893
#       seq : 26081216
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   29  -1.034  2883 26081185  368.250   31.930  56.707   72.703  -7.01  -7.01  0000
   31  -0.968  5031 26081187  369.375   30.761  57.121   72.911  -7.43  -7.43  0000
   32  -0.934  6735 26081188  371.441   29.833  57.548   73.373  -8.18  -8.18  0000
   33  -0.901  6510 26081189  371.792   29.384  57.701   73.430  -8.73  -8.73  0000
   34  -0.868  6477 26081190  372.601   28.474  58.021   73.568  -8.86  -8.86  0000
   35  -0.834  6868 26081191  373.028   27.601  58.298   73.611  -8.87  -8.87  0000
   36  -0.801  6481 26081192  373.358   27.069  58.473   73.655  -9.03  -9.03  0000
   37  -0.767  7670 26081193  374.168   26.295  58.757   73.801  -9.10  -9.10  0000
   38  -0.734  6705 26081194  374.553   25.799  58.927   73.860  -9.30  -9.30  0000
   39  -0.701  7111 26081195  375.367   24.294  59.414   73.950  -9.28  -9.28  0000
   40  -0.667  7921 26081196  375.628   23.846  59.561   73.981  -9.29  -9.29  0000
   41  -0.634  7692 26081197  375.962   23.425  59.707   74.032  -9.27  -9.27  0000
   42  -0.601  7462 26081198  376.823   22.893  59.931   74.204  -8.86  -8.86  0000
   43  -0.567  7103 26081199  377.598   22.150  60.206   74.337  -8.80  -8.80  0000
   44  -0.534  7891 26081200  378.089   21.585  60.407   74.414  -9.33  -9.33  0000
   45  -0.501  9194 26081201  378.658   20.807  60.673   74.494  -9.38  -9.38  0000
   46  -0.467  8361 26081202  379.254   20.034  60.942   74.579  -9.42  -9.42  0000
   47  -0.434  7838 26081203  379.534   19.603  61.087   74.614  -9.31  -9.31  0000
   48  -0.400  8171 26081204  380.355   18.851  61.371   74.754  -9.28  -9.28  0000
   49  -0.367  7494 26081205  381.814   18.004  61.743   75.036  -9.34  -9.34  0000
   50  -0.334  8055 26081206  382.301   17.611  61.898   75.121  -9.33  -9.33  0000
   51  -0.300  8776 26081207  382.515   17.352  61.990   75.152  -9.18  -9.18  0000
   52  -0.267  8802 26081208  382.772   17.174  62.064   75.199  -9.21  -9.21  0000
   53  -0.234  8351 26081209  383.925   15.750  62.569   75.360  -9.52  -9.52  0000
   54  -0.200  8713 26081210  384.016   15.592  62.621   75.369  -9.40  -9.40  0000
   55  -0.167  8401 26081211  384.247   15.274  62.732   75.398  -9.18  -9.18  0000
   56  -0.133  7047 26081212  385.431   14.082  63.178   75.581  -8.93  -8.93  0000
   57  -0.100  6851 26081213  385.584   13.874  63.251   75.601  -8.48  -8.48  0000
   58  -0.067  5818 26081214  386.003   13.393  63.425   75.660  -8.48  -8.48  0000
   59  -0.033  8006 26081215  386.840   12.715  63.697   75.800  -8.92  -8.92  0000
   60   0.000 11072 26081216  387.162   12.361  63.827   75.846  -9.78  -9.78  0000
   61   0.033  9350 26081217  388.312   11.724  64.119   76.059  -9.69  -9.69  0000
   62   0.067  7495 26081218  388.680   11.472  64.226   76.122  -9.03  -9.03  0000
   63   0.100  7108 26081219  389.328   10.717  64.501   76.210  -8.99  -8.99  0000
   64   0.133  7370 26081220  389.527   10.458  64.594   76.235  -8.91  -8.91  0000
   65   0.167  7230 26081221  390.402    9.716  64.890   76.373  -8.84  -8.84  0000
   66   0.200  6648 26081222  390.670    9.445  64.992   76.412  -8.76  -8.76  0000
   67   0.234  7133 26081223  390.904    9.379  65.035   76.459  -8.67  -8.67  0000
   68   0.267  5850 26081224  391.544    8.655  65.303   76.545  -8.48  -8.48  0000
   69   0.300  5145 26081225  392.336    7.910  65.592   76.662  -8.14  -8.14  0000
   70   0.334  4821 26081226  392.377    7.880  65.605   76.669  -8.00  -8.00  0000
   71   0.367  4318 26081227  392.648    7.568  65.720   76.704  -7.69  -7.69  0000
   72   0.400  4746 26081228  393.373    6.853  65.996   76.807  -7.55  -7.55  0000
   73   0.434  4407 26081229  393.662    6.783  66.046   76.865  -7.50  -7.50  0000
   74   0.467  4008 26081230  395.005    5.817  66.458   77.083  -7.59  -7.59  0000
   75   0.501  3772 26081231  395.224    5.879  66.464   77.135  -7.21  -7.21  0000
   76   0.534  3717 26081232  395.242    5.777  66.494   77.131  -7.00  -7.00  0000
   77   0.567  3418 26081233  396.069    4.887  66.831   77.240  -6.82  -6.82  0000
   78   0.601  3050 26081234  396.094    5.130  66.766   77.265  -5.88  -5.88  0000
   80   0.667  2883 26081236  396.424    4.892  66.868   77.317  -6.24  -6.24  0000
   81   0.701  3100 26081237  397.209    4.215  67.142   77.433  -6.45  -6.45  0000
