#
#   version : 20090611
#    num_fr : 13
#      time : 20100813 10:13:38.938 UTC
#      unix : 1281694418.938376
#       ntp : LOCK -1293 562605 1587
#       seq : 9211233
#       mul : 0 [A]
#      site : 01
#    latlon : 45.5749 -94.3965 370.0
#      text : Collegeville
#     label : 
#     plate : metal 20090611
#      geom : 640 480
#    reject : 0
#
#  fr    time   sum     seq       cx       cy      th      phi    lsp    mag  flag
   30  -0.234  3302 9211226  444.054  284.964  37.700  165.574  -7.00  -7.00  0000
   31  -0.200  3838 9211227  446.083  286.685  38.383  165.913  -7.80  -7.80  0000
   32  -0.167  4549 9211228  448.052  288.302  39.043  166.212  -8.26  -8.26  0000
   33  -0.133  5794 9211229  449.048  289.936  39.454  166.648  -8.74  -8.74  0000
   34  -0.100  7099 9211230  451.194  291.836  40.191  166.998  -9.10  -9.10  0000
   35  -0.067 10079 9211231  453.170  293.632  40.877  167.325  -9.64  -9.64  0000
   36  -0.033 10055 9211232  455.101  295.801  41.591  167.771  -9.85  -9.85  0000
   37   0.000 12776 9211233  456.947  296.714  42.160  167.805 -10.08 -10.08  0000
   38   0.033 10585 9211234  458.484  298.499  42.738  168.162 -10.09 -10.09  0000
   39   0.067  8404 9211235  460.007  300.432  43.331  168.559  -9.86  -9.86  0000
   40   0.100  9010 9211236  462.393  302.993  44.215  169.015  -9.61  -9.61  0000
   41   0.133  7517 9211237  464.311  304.447  44.865  169.184  -9.11  -9.11  0000
   42   0.167  3802 9211238  465.645  306.216  45.400  169.527  -7.72  -7.72  0000
